order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code,customer_city,customer_state,customer_segment,item_count,revenue,freight,unique_products,payment_type,payment_installments,payment_value,review_score,year,month,day_of_week,hour,quarter,is_weekend,total_order_value,delivery_days
ORD_003055,CUST_01084,delivered,2021-10-03 16:02:00,2021-10-04 04:02:00,2021-10-04 16:02:00,2021-10-06 16:02:00,2021-10-18 16:02:00,UNIQ_01084,73242,Salvador,DF,B2B,2,208.10000000000002,78.36,2,credit_card,2,286.46,4.0,2021,10,6,16,4,1,286.46000000000004,3
ORD_003056,CUST_01747,delivered,2021-10-03 16:36:00,2021-10-04 13:36:00,2021-10-06 16:36:00,2021-10-22 16:36:00,2021-10-31 16:36:00,UNIQ_01747,18109,Recife,ES,B2C,3,333.62,180.82999999999998,3,debit_card,1,514.45,,2021,10,6,16,4,1,514.45,19
ORD_003057,CUST_01673,canceled,2021-10-03 17:14:00,2021-10-04 11:14:00,2021-10-04 17:14:00,2021-10-06 17:14:00,2021-10-22 17:14:00,UNIQ_01673,92998,Salvador,PR,B2B,1,53.16,26.25,1,debit_card,1,79.41,4.0,2021,10,6,17,4,1,79.41,3
ORD_003058,CUST_00097,delivered,2021-10-03 18:06:00,2021-10-03 22:06:00,2021-10-08 18:06:00,2021-10-21 18:06:00,2021-10-19 18:06:00,UNIQ_00097,40021,Belo Horizonte,DF,Wholesale,2,104.31,124.82000000000001,2,credit_card,2,229.13,5.0,2021,10,6,18,4,1,229.13,18
ORD_003059,CUST_00221,delivered,2021-10-03 18:38:00,2021-10-03 19:38:00,2021-10-05 18:38:00,2021-10-07 18:38:00,2021-10-17 18:38:00,UNIQ_00221,40161,Curitiba,GO,Wholesale,2,150.32999999999998,59.32,2,boleto,3,209.65,,2021,10,6,18,4,1,209.64999999999998,4
ORD_003060,CUST_00350,canceled,2021-10-03 18:56:00,2021-10-04 04:56:00,2021-10-08 18:56:00,2021-10-11 18:56:00,2021-10-13 18:56:00,UNIQ_00350,61876,Sao Paulo,SP,B2C,2,202.34,32.8,2,credit_card,1,235.14,5.0,2021,10,6,18,4,1,235.14,8
ORD_003061,CUST_00524,delivered,2021-10-03 19:46:00,2021-10-04 07:46:00,2021-10-05 19:46:00,2021-10-20 19:46:00,2021-10-10 19:46:00,UNIQ_00524,97410,Belo Horizonte,CE,Wholesale,1,33.13,72.79,1,boleto,1,105.92,3.0,2021,10,6,19,4,1,105.92000000000002,17
ORD_003062,CUST_02301,delivered,2021-10-03 21:00:00,2021-10-04 13:00:00,2021-10-06 21:00:00,2021-10-22 21:00:00,2021-10-14 21:00:00,UNIQ_02301,41552,Porto Alegre,MA,B2B,2,77.54,69.15,2,credit_card,6,146.69,2.0,2021,10,6,21,4,1,146.69,19
ORD_003063,CUST_00993,delivered,2021-10-03 21:12:00,2021-10-04 05:12:00,2021-10-07 21:12:00,2021-10-17 21:12:00,2021-10-28 21:12:00,UNIQ_00993,13390,Salvador,MA,B2C,1,40.59,14.03,1,credit_card,1,54.62,4.0,2021,10,6,21,4,1,54.620000000000005,14
ORD_003064,CUST_02140,delivered,2021-10-04 06:36:00,2021-10-05 05:36:00,2021-10-07 06:36:00,2021-10-21 06:36:00,2021-10-14 06:36:00,UNIQ_02140,30644,Sao Paulo,RS,Wholesale,2,162.75,67.56,2,debit_card,2,230.31,,2021,10,0,6,4,0,230.31,17
ORD_003065,CUST_00588,delivered,2021-10-04 07:14:00,2021-10-04 16:14:00,2021-10-09 07:14:00,2021-10-15 07:14:00,2021-11-03 07:14:00,UNIQ_00588,41979,Brasilia,BA,B2C,3,130.39999999999998,135.64000000000001,3,credit_card,6,266.04,5.0,2021,10,0,7,4,0,266.03999999999996,11
ORD_003066,CUST_01878,delivered,2021-10-04 07:35:00,2021-10-04 21:35:00,2021-10-05 07:35:00,2021-10-13 07:35:00,2021-10-15 07:35:00,UNIQ_01878,82684,Manaus,RS,B2C,2,178.5,60.96,2,debit_card,1,239.46,3.0,2021,10,0,7,4,0,239.46,9
ORD_003067,CUST_00355,delivered,2021-10-04 08:38:00,2021-10-04 22:38:00,2021-10-06 08:38:00,2021-10-20 08:38:00,2021-10-11 08:38:00,UNIQ_00355,69929,Brasilia,PA,Wholesale,1,69.51,12.06,1,debit_card,6,81.57,5.0,2021,10,0,8,4,0,81.57000000000001,16
ORD_003068,CUST_00122,delivered,2021-10-04 09:39:00,2021-10-05 04:39:00,2021-10-08 09:39:00,2021-10-16 09:39:00,2021-10-29 09:39:00,UNIQ_00122,62350,Curitiba,PA,Wholesale,1,71.35,77.09,1,boleto,2,148.44,,2021,10,0,9,4,0,148.44,12
ORD_003069,CUST_00368,shipped,2021-10-04 10:49:00,2021-10-04 20:49:00,2021-10-05 10:49:00,2021-10-12 10:49:00,2021-10-26 10:49:00,UNIQ_00368,27361,Manaus,DF,B2C,1,130.83,42.68,1,voucher,1,173.51,5.0,2021,10,0,10,4,0,173.51000000000002,8
ORD_003070,CUST_02964,delivered,2021-10-04 14:33:00,2021-10-04 23:33:00,2021-10-08 14:33:00,2021-10-17 14:33:00,2021-10-24 14:33:00,UNIQ_02964,49318,Curitiba,MA,Wholesale,1,21.69,55.02,1,debit_card,3,76.71,4.0,2021,10,0,14,4,0,76.71000000000001,13
ORD_003071,CUST_00720,delivered,2021-10-04 15:12:00,2021-10-05 07:12:00,2021-10-07 15:12:00,2021-10-15 15:12:00,2021-10-31 15:12:00,UNIQ_00720,42411,Manaus,MG,Wholesale,1,82.31,50.23,1,boleto,1,132.54,3.0,2021,10,0,15,4,0,132.54,11
ORD_003072,CUST_00822,delivered,2021-10-04 16:09:00,2021-10-04 23:09:00,2021-10-05 16:09:00,2021-10-12 16:09:00,2021-10-21 16:09:00,UNIQ_00822,74038,Sao Paulo,BA,Wholesale,3,93.08,110.42999999999999,3,credit_card,1,203.51,4.0,2021,10,0,16,4,0,203.51,8
ORD_003073,CUST_00521,processing,2021-10-04 16:45:00,2021-10-05 15:45:00,2021-10-09 16:45:00,2021-10-16 16:45:00,2021-10-27 16:45:00,UNIQ_00521,49363,Salvador,BA,B2B,1,34.04,13.87,1,voucher,2,47.91,5.0,2021,10,0,16,4,0,47.91,12
ORD_003074,CUST_02326,delivered,2021-10-04 17:24:00,2021-10-05 01:24:00,2021-10-07 17:24:00,2021-10-21 17:24:00,2021-10-17 17:24:00,UNIQ_02326,84747,Curitiba,MG,B2B,1,13.16,59.53,1,debit_card,3,72.69,4.0,2021,10,0,17,4,0,72.69,17
ORD_003075,CUST_02569,delivered,2021-10-04 18:08:00,2021-10-05 12:08:00,2021-10-06 18:08:00,2021-10-08 18:08:00,2021-10-31 18:08:00,UNIQ_02569,93719,Porto Alegre,PE,B2B,2,96.87,112.21000000000001,2,boleto,1,209.08,5.0,2021,10,0,18,4,0,209.08,4
ORD_003076,CUST_01750,delivered,2021-10-05 06:20:00,2021-10-05 21:20:00,2021-10-07 06:20:00,2021-10-13 06:20:00,2021-10-23 06:20:00,UNIQ_01750,55015,Brasilia,CE,B2B,2,95.53,89.53999999999999,2,boleto,1,185.07,1.0,2021,10,1,6,4,0,185.07,8
ORD_003077,CUST_00282,delivered,2021-10-05 09:38:00,2021-10-06 03:38:00,2021-10-06 09:38:00,2021-10-20 09:38:00,2021-10-27 09:38:00,UNIQ_00282,80855,Rio de Janeiro,PR,B2C,1,54.71,22.23,1,credit_card,3,76.94,,2021,10,1,9,4,0,76.94,15
ORD_003078,CUST_01438,delivered,2021-10-05 10:31:00,2021-10-05 12:31:00,2021-10-08 10:31:00,2021-10-11 10:31:00,2021-10-15 10:31:00,UNIQ_01438,78347,Sao Paulo,ES,B2C,2,111.97,73.5,2,debit_card,2,185.47,3.0,2021,10,1,10,4,0,185.47,6
ORD_003079,CUST_00367,canceled,2021-10-05 12:34:00,2021-10-06 12:34:00,2021-10-10 12:34:00,2021-10-18 12:34:00,2021-11-01 12:34:00,UNIQ_00367,44760,Curitiba,RJ,Wholesale,2,186.14000000000001,75.53999999999999,2,boleto,1,261.68,3.0,2021,10,1,12,4,0,261.68,13
ORD_003080,CUST_00513,delivered,2021-10-05 13:52:00,2021-10-06 12:52:00,2021-10-09 13:52:00,2021-10-17 13:52:00,2021-11-03 13:52:00,UNIQ_00513,66531,Porto Alegre,ES,B2C,5,285.72,202.10999999999999,5,boleto,2,487.83,5.0,2021,10,1,13,4,0,487.83000000000004,12
ORD_003081,CUST_00121,shipped,2021-10-05 15:48:00,2021-10-06 02:48:00,2021-10-07 15:48:00,2021-10-20 15:48:00,2021-10-27 15:48:00,UNIQ_00121,86484,Belo Horizonte,CE,B2C,1,85.91,64.99,1,voucher,1,150.9,5.0,2021,10,1,15,4,0,150.89999999999998,15
ORD_003082,CUST_02683,delivered,2021-10-05 17:08:00,2021-10-05 22:08:00,2021-10-09 17:08:00,2021-10-20 17:08:00,2021-10-28 17:08:00,UNIQ_02683,71875,Fortaleza,PA,B2B,1,266.88,26.9,1,boleto,3,293.78,5.0,2021,10,1,17,4,0,293.78,15
ORD_003083,CUST_01084,delivered,2021-10-05 18:15:00,2021-10-06 11:15:00,2021-10-10 18:15:00,2021-10-21 18:15:00,2021-10-25 18:15:00,UNIQ_01084,73242,Salvador,DF,B2B,1,49.89,47.09,1,credit_card,6,96.98,4.0,2021,10,1,18,4,0,96.98,16
ORD_003084,CUST_02181,delivered,2021-10-05 18:49:00,2021-10-06 13:49:00,2021-10-06 18:49:00,2021-10-12 18:49:00,2021-10-16 18:49:00,UNIQ_02181,93859,Rio de Janeiro,AM,B2C,1,18.88,50.74,1,debit_card,1,69.62,5.0,2021,10,1,18,4,0,69.62,7
ORD_003085,CUST_02930,delivered,2021-10-05 19:15:00,2021-10-05 20:15:00,2021-10-07 19:15:00,2021-10-08 19:15:00,2021-10-12 19:15:00,UNIQ_02930,10866,Brasilia,MA,B2B,1,60.8,52.91,1,boleto,1,113.71,2.0,2021,10,1,19,4,0,113.71,3
ORD_003086,CUST_01533,delivered,2021-10-05 22:19:00,2021-10-06 20:19:00,2021-10-06 22:19:00,2021-10-23 22:19:00,2021-10-28 22:19:00,UNIQ_01533,46512,Manaus,PA,B2C,1,81.88,57.44,1,credit_card,1,139.32,,2021,10,1,22,4,0,139.32,18
ORD_003087,CUST_00048,delivered,2021-10-06 06:17:00,2021-10-06 17:17:00,2021-10-11 06:17:00,2021-10-14 06:17:00,2021-11-05 06:17:00,UNIQ_00048,70217,Curitiba,PA,B2C,2,66.77,69.01,2,voucher,6,135.78,4.0,2021,10,2,6,4,0,135.78,8
ORD_003088,CUST_02039,delivered,2021-10-06 06:39:00,2021-10-06 19:39:00,2021-10-07 06:39:00,2021-10-23 06:39:00,2021-11-01 06:39:00,UNIQ_02039,20828,Rio de Janeiro,DF,B2B,1,46.23,10.89,1,credit_card,12,57.12,5.0,2021,10,2,6,4,0,57.12,17
ORD_003089,CUST_01759,delivered,2021-10-06 08:11:00,2021-10-06 22:11:00,2021-10-09 08:11:00,2021-10-13 08:11:00,2021-10-18 08:11:00,UNIQ_01759,78690,Salvador,AM,B2C,1,40.14,8.76,1,boleto,3,48.9,4.0,2021,10,2,8,4,0,48.9,7
ORD_003090,CUST_01783,delivered,2021-10-06 08:36:00,2021-10-06 20:36:00,2021-10-07 08:36:00,2021-10-13 08:36:00,2021-10-27 08:36:00,UNIQ_01783,96057,Manaus,PA,Wholesale,1,160.19,39.94,1,debit_card,2,200.13,4.0,2021,10,2,8,4,0,200.13,7
ORD_003091,CUST_01332,shipped,2021-10-06 09:18:00,2021-10-06 12:18:00,2021-10-11 09:18:00,2021-10-16 09:18:00,2021-10-31 09:18:00,UNIQ_01332,95097,Curitiba,AM,B2B,2,126.33000000000001,25.52,2,boleto,2,151.85,4.0,2021,10,2,9,4,0,151.85000000000002,10
ORD_003092,CUST_00920,delivered,2021-10-06 09:24:00,2021-10-07 03:24:00,2021-10-07 09:24:00,2021-10-12 09:24:00,2021-10-31 09:24:00,UNIQ_00920,69049,Porto Alegre,CE,Wholesale,1,20.91,63.28,1,boleto,3,84.19,1.0,2021,10,2,9,4,0,84.19,6
ORD_003093,CUST_02993,delivered,2021-10-06 09:46:00,2021-10-06 16:46:00,2021-10-08 09:46:00,2021-10-25 09:46:00,2021-10-28 09:46:00,UNIQ_02993,45532,Porto Alegre,ES,B2C,1,57.08,39.66,1,voucher,2,96.74,5.0,2021,10,2,9,4,0,96.74,19
ORD_003094,CUST_01060,shipped,2021-10-06 09:49:00,2021-10-07 00:49:00,2021-10-10 09:49:00,2021-10-23 09:49:00,2021-11-01 09:49:00,UNIQ_01060,73532,Rio de Janeiro,AM,Wholesale,2,120.46000000000001,63.17,2,credit_card,6,183.63,5.0,2021,10,2,9,4,0,183.63,17
ORD_003095,CUST_01279,delivered,2021-10-06 10:14:00,2021-10-07 04:14:00,2021-10-11 10:14:00,2021-10-09 10:14:00,2021-10-19 10:14:00,UNIQ_01279,33021,Curitiba,PE,Wholesale,2,143.38,117.14,2,debit_card,3,260.52,5.0,2021,10,2,10,4,0,260.52,3
ORD_003096,CUST_01564,delivered,2021-10-06 10:20:00,2021-10-06 20:20:00,2021-10-07 10:20:00,2021-10-25 10:20:00,2021-10-21 10:20:00,UNIQ_01564,79531,Rio de Janeiro,CE,B2C,1,311.58,61.23,1,boleto,1,372.81,3.0,2021,10,2,10,4,0,372.81,19
ORD_003097,CUST_02972,delivered,2021-10-06 11:34:00,2021-10-07 11:34:00,2021-10-07 11:34:00,2021-10-22 11:34:00,2021-10-30 11:34:00,UNIQ_02972,59710,Recife,PR,B2C,3,134.08,150.66,3,credit_card,6,284.74,,2021,10,2,11,4,0,284.74,16
ORD_003098,CUST_00189,processing,2021-10-06 11:38:00,2021-10-07 02:38:00,2021-10-09 11:38:00,2021-10-16 11:38:00,2021-10-19 11:38:00,UNIQ_00189,73699,Rio de Janeiro,RS,Wholesale,1,81.01,41.78,1,credit_card,1,122.79,5.0,2021,10,2,11,4,0,122.79,10
ORD_003099,CUST_01252,delivered,2021-10-06 12:46:00,2021-10-07 03:46:00,2021-10-10 12:46:00,2021-10-15 12:46:00,2021-10-18 12:46:00,UNIQ_01252,40162,Brasilia,ES,B2B,1,16.58,28.21,1,credit_card,6,44.79,5.0,2021,10,2,12,4,0,44.79,9
ORD_003100,CUST_02684,canceled,2021-10-06 14:41:00,2021-10-06 17:41:00,2021-10-11 14:41:00,2021-10-18 14:41:00,2021-10-31 14:41:00,UNIQ_02684,14159,Belo Horizonte,RJ,B2C,5,255.82,251.14,5,voucher,1,506.96,,2021,10,2,14,4,0,506.96,12
ORD_003101,CUST_00728,delivered,2021-10-06 15:03:00,2021-10-07 10:03:00,2021-10-07 15:03:00,2021-10-17 15:03:00,2021-10-21 15:03:00,UNIQ_00728,97747,Porto Alegre,CE,Wholesale,1,93.92,25.39,1,boleto,1,119.31,5.0,2021,10,2,15,4,0,119.31,11
ORD_003102,CUST_00592,delivered,2021-10-06 15:18:00,2021-10-07 08:18:00,2021-10-09 15:18:00,2021-10-20 15:18:00,2021-10-29 15:18:00,UNIQ_00592,23970,Manaus,SP,B2B,1,44.04,37.53,1,debit_card,3,81.57,2.0,2021,10,2,15,4,0,81.57,14
ORD_003103,CUST_01802,delivered,2021-10-06 15:35:00,2021-10-07 09:35:00,2021-10-10 15:35:00,2021-10-16 15:35:00,2021-10-13 15:35:00,UNIQ_01802,94343,Brasilia,GO,B2B,1,14.6,24.32,1,boleto,12,38.92,,2021,10,2,15,4,0,38.92,10
ORD_003104,CUST_01717,delivered,2021-10-06 15:57:00,2021-10-07 08:57:00,2021-10-09 15:57:00,2021-10-23 15:57:00,2021-10-28 15:57:00,UNIQ_01717,56129,Porto Alegre,SP,Wholesale,1,93.78,75.51,1,voucher,2,169.29,5.0,2021,10,2,15,4,0,169.29000000000002,17
ORD_003105,CUST_00897,delivered,2021-10-06 16:05:00,2021-10-07 00:05:00,2021-10-09 16:05:00,2021-10-20 16:05:00,2021-10-21 16:05:00,UNIQ_00897,18564,Sao Paulo,CE,B2B,1,65.79,37.23,1,boleto,1,103.02,4.0,2021,10,2,16,4,0,103.02000000000001,14
ORD_003106,CUST_02597,delivered,2021-10-06 16:20:00,2021-10-07 07:20:00,2021-10-11 16:20:00,2021-10-10 16:20:00,2021-10-17 16:20:00,UNIQ_02597,40972,Salvador,GO,B2B,1,83.22,42.37,1,boleto,6,125.59,2.0,2021,10,2,16,4,0,125.59,4
ORD_003107,CUST_01229,shipped,2021-10-06 16:32:00,2021-10-07 01:32:00,2021-10-09 16:32:00,2021-10-26 16:32:00,2021-10-25 16:32:00,UNIQ_01229,49599,Rio de Janeiro,PA,Wholesale,2,102.83,104.53999999999999,2,voucher,6,207.37,5.0,2021,10,2,16,4,0,207.37,20
ORD_003108,CUST_01569,delivered,2021-10-06 16:38:00,2021-10-07 00:38:00,2021-10-07 16:38:00,2021-10-14 16:38:00,2021-10-29 16:38:00,UNIQ_01569,54681,Belo Horizonte,SC,Wholesale,1,84.42,41.62,1,debit_card,2,126.04,5.0,2021,10,2,16,4,0,126.03999999999999,8
ORD_003109,CUST_00104,delivered,2021-10-06 18:35:00,2021-10-07 03:35:00,2021-10-09 18:35:00,2021-10-09 18:35:00,2021-11-01 18:35:00,UNIQ_00104,84341,Rio de Janeiro,PA,B2B,1,60.27,6.32,1,credit_card,1,66.59,,2021,10,2,18,4,0,66.59,3
ORD_003110,CUST_00439,delivered,2021-10-06 19:13:00,2021-10-07 07:13:00,2021-10-11 19:13:00,2021-10-15 19:13:00,2021-10-13 19:13:00,UNIQ_00439,42706,Salvador,AM,B2B,1,80.29,18.06,1,boleto,1,98.35,5.0,2021,10,2,19,4,0,98.35000000000001,9
ORD_003111,CUST_02548,delivered,2021-10-06 20:13:00,2021-10-06 22:13:00,2021-10-07 20:13:00,2021-10-25 20:13:00,2021-10-16 20:13:00,UNIQ_02548,74738,Salvador,ES,B2C,1,93.26,6.56,1,voucher,2,99.82,4.0,2021,10,2,20,4,0,99.82000000000001,19
ORD_003112,CUST_00361,delivered,2021-10-07 06:22:00,2021-10-08 02:22:00,2021-10-10 06:22:00,2021-10-20 06:22:00,2021-10-28 06:22:00,UNIQ_00361,83792,Fortaleza,MG,Wholesale,2,401.13,95.21000000000001,2,debit_card,12,496.34,4.0,2021,10,3,6,4,0,496.34000000000003,13
ORD_003113,CUST_01364,invoiced,2021-10-07 07:14:00,2021-10-07 20:14:00,2021-10-08 07:14:00,2021-10-22 07:14:00,2021-10-25 07:14:00,UNIQ_01364,68287,Curitiba,PE,Wholesale,1,79.17,42.97,1,credit_card,1,122.14,5.0,2021,10,3,7,4,0,122.14,15
ORD_003114,CUST_00970,invoiced,2021-10-07 08:04:00,2021-10-08 01:04:00,2021-10-12 08:04:00,2021-10-26 08:04:00,2021-10-15 08:04:00,UNIQ_00970,17816,Recife,SC,Wholesale,1,692.65,53.14,1,debit_card,1,745.79,5.0,2021,10,3,8,4,0,745.79,19
ORD_003115,CUST_00029,delivered,2021-10-07 10:00:00,2021-10-07 21:00:00,2021-10-09 10:00:00,2021-10-11 10:00:00,2021-10-17 10:00:00,UNIQ_00029,87236,Salvador,PR,B2B,1,94.29,21.03,1,boleto,6,115.32,4.0,2021,10,3,10,4,0,115.32000000000001,4
ORD_003116,CUST_01499,delivered,2021-10-07 10:13:00,2021-10-08 06:13:00,2021-10-12 10:13:00,2021-10-14 10:13:00,2021-10-28 10:13:00,UNIQ_01499,66606,Manaus,MA,Wholesale,5,430.35,152.72,5,boleto,12,583.07,4.0,2021,10,3,10,4,0,583.07,7
ORD_003117,CUST_02045,delivered,2021-10-07 10:42:00,2021-10-07 17:42:00,2021-10-10 10:42:00,2021-10-27 10:42:00,2021-10-29 10:42:00,UNIQ_02045,81496,Salvador,RS,B2B,1,91.34,30.03,1,voucher,1,121.37,5.0,2021,10,3,10,4,0,121.37,20
ORD_003118,CUST_02946,delivered,2021-10-07 10:59:00,2021-10-08 03:59:00,2021-10-09 10:59:00,2021-10-19 10:59:00,2021-10-25 10:59:00,UNIQ_02946,22624,Salvador,RJ,B2C,1,89.7,51.83,1,credit_card,2,141.53,4.0,2021,10,3,10,4,0,141.53,12
ORD_003119,CUST_02564,delivered,2021-10-07 11:04:00,2021-10-07 13:04:00,2021-10-11 11:04:00,2021-10-18 11:04:00,2021-10-22 11:04:00,UNIQ_02564,84420,Recife,MG,B2B,1,41.52,25.89,1,debit_card,3,67.41,3.0,2021,10,3,11,4,0,67.41,11
ORD_003120,CUST_00840,delivered,2021-10-07 12:48:00,2021-10-08 01:48:00,2021-10-12 12:48:00,2021-10-10 12:48:00,2021-10-28 12:48:00,UNIQ_00840,82544,Rio de Janeiro,PR,B2B,4,429.46,194.55,4,boleto,2,624.01,5.0,2021,10,3,12,4,0,624.01,3
ORD_003121,CUST_02998,shipped,2021-10-07 14:10:00,2021-10-07 20:10:00,2021-10-12 14:10:00,2021-10-14 14:10:00,2021-10-25 14:10:00,UNIQ_02998,81176,Porto Alegre,GO,Wholesale,1,62.75,77.73,1,voucher,1,140.48,5.0,2021,10,3,14,4,0,140.48000000000002,7
ORD_003122,CUST_01267,delivered,2021-10-07 14:45:00,2021-10-08 14:45:00,2021-10-08 14:45:00,2021-10-24 14:45:00,2021-10-15 14:45:00,UNIQ_01267,94717,Fortaleza,BA,B2B,2,111.31,92.41,2,debit_card,1,203.72,5.0,2021,10,3,14,4,0,203.72,17
ORD_003123,CUST_02015,delivered,2021-10-07 14:51:00,2021-10-08 01:51:00,2021-10-08 14:51:00,2021-10-26 14:51:00,2021-10-21 14:51:00,UNIQ_02015,72049,Curitiba,BA,B2C,4,324.21,235.82,4,credit_card,2,560.03,4.0,2021,10,3,14,4,0,560.03,19
ORD_003124,CUST_00610,invoiced,2021-10-07 16:43:00,2021-10-07 18:43:00,2021-10-12 16:43:00,2021-10-16 16:43:00,2021-11-03 16:43:00,UNIQ_00610,68008,Manaus,MG,B2C,1,75.41,30.84,1,boleto,2,106.25,,2021,10,3,16,4,0,106.25,9
ORD_003125,CUST_01063,delivered,2021-10-07 16:55:00,2021-10-07 21:55:00,2021-10-09 16:55:00,2021-10-23 16:55:00,2021-10-16 16:55:00,UNIQ_01063,92578,Brasilia,BA,B2C,4,216.91000000000003,170.95,4,credit_card,12,387.86,4.0,2021,10,3,16,4,0,387.86,16
ORD_003126,CUST_00963,processing,2021-10-07 17:32:00,2021-10-08 01:32:00,2021-10-11 17:32:00,2021-10-14 17:32:00,2021-10-27 17:32:00,UNIQ_00963,81376,Salvador,PA,Wholesale,1,29.34,57.7,1,debit_card,1,87.04,2.0,2021,10,3,17,4,0,87.04,7
ORD_003127,CUST_01433,delivered,2021-10-07 20:48:00,2021-10-07 22:48:00,2021-10-12 20:48:00,2021-10-22 20:48:00,2021-11-03 20:48:00,UNIQ_01433,76039,Sao Paulo,PA,B2C,3,299.4,119.75,3,debit_card,1,419.15,5.0,2021,10,3,20,4,0,419.15,15
ORD_003128,CUST_02287,shipped,2021-10-07 21:13:00,2021-10-08 14:13:00,2021-10-12 21:13:00,2021-10-27 21:13:00,2021-11-05 21:13:00,UNIQ_02287,50988,Recife,SP,Wholesale,2,319.97,71.47,2,debit_card,1,391.44,5.0,2021,10,3,21,4,0,391.44000000000005,20
ORD_003129,CUST_01728,delivered,2021-10-07 21:49:00,2021-10-08 16:49:00,2021-10-08 21:49:00,2021-10-18 21:49:00,2021-10-30 21:49:00,UNIQ_01728,94497,Fortaleza,PE,Wholesale,1,121.41,47.62,1,credit_card,1,169.03,5.0,2021,10,3,21,4,0,169.03,11
ORD_003130,CUST_00341,delivered,2021-10-07 22:32:00,2021-10-08 19:32:00,2021-10-08 22:32:00,2021-10-19 22:32:00,2021-10-17 22:32:00,UNIQ_00341,84085,Fortaleza,AM,Wholesale,2,117.41,96.91,2,boleto,6,214.32,,2021,10,3,22,4,0,214.32,12
ORD_003131,CUST_02012,canceled,2021-10-08 06:23:00,2021-10-09 01:23:00,2021-10-13 06:23:00,2021-10-14 06:23:00,2021-10-26 06:23:00,UNIQ_02012,77552,Belo Horizonte,SC,B2B,2,76.91,82.03,2,credit_card,3,158.94,2.0,2021,10,4,6,4,0,158.94,6
ORD_003132,CUST_01679,delivered,2021-10-08 06:28:00,2021-10-09 04:28:00,2021-10-13 06:28:00,2021-10-20 06:28:00,2021-10-29 06:28:00,UNIQ_01679,56019,Porto Alegre,GO,B2B,1,42.38,74.29,1,debit_card,6,116.67,4.0,2021,10,4,6,4,0,116.67000000000002,12
ORD_003133,CUST_02191,shipped,2021-10-08 09:08:00,2021-10-08 22:08:00,2021-10-12 09:08:00,2021-10-25 09:08:00,2021-10-21 09:08:00,UNIQ_02191,49862,Belo Horizonte,CE,B2C,3,138.82999999999998,94.82,3,debit_card,12,233.65,5.0,2021,10,4,9,4,0,233.64999999999998,17
ORD_003134,CUST_00693,shipped,2021-10-08 09:53:00,2021-10-08 18:53:00,2021-10-09 09:53:00,2021-10-12 09:53:00,2021-10-28 09:53:00,UNIQ_00693,27786,Sao Paulo,CE,Wholesale,1,68.57,76.36,1,debit_card,1,144.93,3.0,2021,10,4,9,4,0,144.93,4
ORD_003135,CUST_00669,delivered,2021-10-08 11:28:00,2021-10-09 00:28:00,2021-10-12 11:28:00,2021-10-19 11:28:00,2021-10-28 11:28:00,UNIQ_00669,38760,Sao Paulo,MA,Wholesale,1,33.57,5.07,1,credit_card,2,38.64,5.0,2021,10,4,11,4,0,38.64,11
ORD_003136,CUST_01302,delivered,2021-10-08 11:38:00,2021-10-09 07:38:00,2021-10-13 11:38:00,2021-10-20 11:38:00,2021-10-24 11:38:00,UNIQ_01302,21836,Curitiba,MG,B2C,4,293.53,201.74,4,credit_card,3,495.27,5.0,2021,10,4,11,4,0,495.27,12
ORD_003137,CUST_00416,delivered,2021-10-08 11:42:00,2021-10-09 08:42:00,2021-10-09 11:42:00,2021-10-25 11:42:00,2021-11-07 11:42:00,UNIQ_00416,67912,Belo Horizonte,RJ,B2C,2,199.55,67.49,2,boleto,2,267.04,1.0,2021,10,4,11,4,0,267.04,17
ORD_003138,CUST_02783,canceled,2021-10-08 11:54:00,2021-10-08 17:54:00,2021-10-11 11:54:00,2021-10-21 11:54:00,2021-10-15 11:54:00,UNIQ_02783,59958,Fortaleza,DF,B2B,1,73.8,50.96,1,credit_card,2,124.76,4.0,2021,10,4,11,4,0,124.75999999999999,13
ORD_003139,CUST_00517,delivered,2021-10-08 12:08:00,2021-10-08 21:08:00,2021-10-11 12:08:00,2021-10-13 12:08:00,2021-11-05 12:08:00,UNIQ_00517,91678,Belo Horizonte,MA,B2C,1,44.76,29.45,1,boleto,1,74.21,4.0,2021,10,4,12,4,0,74.21,5
ORD_003140,CUST_01880,delivered,2021-10-08 12:28:00,2021-10-08 20:28:00,2021-10-09 12:28:00,2021-10-22 12:28:00,2021-11-03 12:28:00,UNIQ_01880,77621,Recife,ES,Wholesale,1,47.21,38.62,1,boleto,1,85.83,5.0,2021,10,4,12,4,0,85.83,14
ORD_003141,CUST_02737,delivered,2021-10-08 13:39:00,2021-10-08 23:39:00,2021-10-12 13:39:00,2021-10-18 13:39:00,2021-11-07 13:39:00,UNIQ_02737,87849,Curitiba,CE,Wholesale,1,9.75,32.75,1,voucher,1,42.5,5.0,2021,10,4,13,4,0,42.5,10
ORD_003142,CUST_00751,delivered,2021-10-08 13:47:00,2021-10-08 21:47:00,2021-10-12 13:47:00,2021-10-26 13:47:00,2021-10-28 13:47:00,UNIQ_00751,87607,Salvador,PE,Wholesale,2,82.78,102.71,2,credit_card,3,185.49,3.0,2021,10,4,13,4,0,185.49,18
