review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_888065,ORD_002602,3,Order Review,Average.,2021-09-29 20:26:00,2021-10-05 20:26:00
REV_116222,ORD_002603,3,Order Review,Nothing special.,2021-09-08 21:46:00,2021-09-18 21:46:00
REV_739763,ORD_002604,4,Order Review,Happy with purchase.,2021-09-11 22:48:00,2021-09-12 22:48:00
REV_674987,ORD_002606,5,Order Review,Very satisfied.,2021-09-10 08:27:00,2021-09-12 08:27:00
REV_219443,ORD_002608,5,Order Review,Very satisfied.,2021-09-30 10:00:00,2021-10-07 10:00:00
REV_263253,ORD_002610,5,Order Review,Very satisfied.,2021-09-09 11:50:00,2021-09-12 11:50:00
REV_159927,ORD_002611,5,Order Review,Very satisfied.,2021-09-14 11:53:00,2021-09-24 11:53:00
REV_985049,ORD_002612,5,Order Review,Very satisfied.,2021-09-22 12:01:00,2021-09-27 12:01:00
REV_467560,ORD_002614,5,Order Review,Great product!,2021-09-22 13:32:00,2021-09-23 13:32:00
REV_434666,ORD_002615,5,Order Review,Excellent quality.,2021-09-28 16:22:00,2021-09-29 16:22:00
REV_779874,ORD_002617,3,Order Review,Could be better.,2021-09-26 19:17:00,2021-10-06 19:17:00
REV_522313,ORD_002618,5,Order Review,Great product!,2021-09-17 19:49:00,2021-09-26 19:49:00
REV_237583,ORD_002620,3,Order Review,Nothing special.,2021-09-09 21:23:00,2021-09-17 21:23:00
REV_243851,ORD_002621,3,Order Review,Average.,2021-09-15 21:45:00,2021-09-25 21:45:00
REV_154257,ORD_002623,5,Order Review,Great product!,2021-09-30 09:24:00,2021-10-01 09:24:00
REV_150766,ORD_002624,4,Order Review,Happy with purchase.,2021-09-13 09:28:00,2021-09-20 09:28:00
REV_399357,ORD_002625,4,Order Review,Good product.,2021-09-20 10:28:00,2021-09-29 10:28:00
REV_775465,ORD_002627,4,Order Review,Decent quality.,2021-09-20 10:59:00,2021-09-22 10:59:00
REV_316781,ORD_002628,5,Order Review,Highly recommend!,2021-09-30 11:09:00,2021-10-10 11:09:00
REV_426250,ORD_002629,4,Order Review,Happy with purchase.,2021-09-17 12:02:00,2021-09-23 12:02:00
REV_614558,ORD_002630,4,Order Review,Good product.,2021-09-24 13:21:00,2021-09-26 13:21:00
REV_782720,ORD_002632,4,Order Review,Good product.,2021-09-29 15:25:00,2021-10-03 15:25:00
REV_111890,ORD_002633,5,Order Review,Highly recommend!,2021-09-18 16:19:00,2021-09-20 16:19:00
REV_382712,ORD_002635,5,Order Review,Very satisfied.,2021-09-19 17:25:00,2021-09-20 17:25:00
REV_656184,ORD_002636,4,Order Review,Works well.,2021-10-01 19:04:00,2021-10-06 19:04:00
REV_491857,ORD_002637,5,Order Review,Excellent quality.,2021-09-22 20:26:00,2021-10-02 20:26:00
REV_673209,ORD_002638,1,Order Review,Complete waste.,2021-10-03 22:13:00,2021-10-13 22:13:00
REV_620245,ORD_002639,1,Order Review,Do not buy.,2021-10-04 06:54:00,2021-10-12 06:54:00
REV_484218,ORD_002640,4,Order Review,Good product.,2021-09-13 07:19:00,2021-09-20 07:19:00
REV_452130,ORD_002641,5,Order Review,Excellent quality.,2021-09-12 10:24:00,2021-09-15 10:24:00
REV_556114,ORD_002643,4,Order Review,Decent quality.,2021-09-27 11:54:00,2021-10-02 11:54:00
REV_921938,ORD_002645,2,Order Review,Poor quality.,2021-09-30 13:00:00,2021-10-06 13:00:00
REV_954468,ORD_002646,5,Order Review,Very satisfied.,2021-09-30 13:05:00,2021-10-03 13:05:00
REV_664218,ORD_002647,4,Order Review,Happy with purchase.,2021-10-04 14:20:00,2021-10-12 14:20:00
REV_509689,ORD_002648,3,Order Review,Nothing special.,2021-09-29 14:47:00,2021-10-04 14:47:00
REV_147146,ORD_002652,5,Order Review,Excellent quality.,2021-09-11 19:12:00,2021-09-13 19:12:00
REV_822461,ORD_002653,2,Order Review,Expected better.,2021-09-27 19:41:00,2021-10-06 19:41:00
REV_520049,ORD_002655,4,Order Review,Happy with purchase.,2021-09-11 20:58:00,2021-09-20 20:58:00
REV_141086,ORD_002656,5,Order Review,Very satisfied.,2021-09-22 22:16:00,2021-09-28 22:16:00
REV_837162,ORD_002657,5,Order Review,Excellent quality.,2021-09-13 22:21:00,2021-09-15 22:21:00
REV_123122,ORD_002658,4,Order Review,Good product.,2021-09-27 07:04:00,2021-10-07 07:04:00
REV_588883,ORD_002659,1,Order Review,Very unhappy.,2021-09-30 07:38:00,2021-10-07 07:38:00
REV_983386,ORD_002660,5,Order Review,Highly recommend!,2021-10-01 09:02:00,2021-10-07 09:02:00
REV_768864,ORD_002662,4,Order Review,Decent quality.,2021-09-15 12:30:00,2021-09-19 12:30:00
REV_420121,ORD_002664,5,Order Review,Excellent quality.,2021-09-10 13:27:00,2021-09-12 13:27:00
REV_543326,ORD_002665,5,Order Review,Very satisfied.,2021-09-28 15:13:00,2021-10-06 15:13:00
REV_624949,ORD_002666,4,Order Review,Decent quality.,2021-09-22 15:31:00,2021-09-27 15:31:00
REV_221935,ORD_002667,5,Order Review,Excellent quality.,2021-09-14 15:47:00,2021-09-17 15:47:00
REV_544845,ORD_002668,5,Order Review,Great product!,2021-10-05 16:28:00,2021-10-09 16:28:00
REV_211579,ORD_002669,5,Order Review,Great product!,2021-09-25 16:32:00,2021-10-01 16:32:00
REV_828606,ORD_002670,5,Order Review,Great product!,2021-09-10 18:07:00,2021-09-14 18:07:00
REV_346237,ORD_002671,3,Order Review,Average.,2021-09-19 19:55:00,2021-09-28 19:55:00
REV_163128,ORD_002672,5,Order Review,Highly recommend!,2021-10-05 20:06:00,2021-10-14 20:06:00
REV_575700,ORD_002673,5,Order Review,Great product!,2021-09-21 20:37:00,2021-09-22 20:37:00
REV_812189,ORD_002674,3,Order Review,Average.,2021-10-01 20:48:00,2021-10-03 20:48:00
REV_392872,ORD_002675,4,Order Review,Happy with purchase.,2021-10-02 21:39:00,2021-10-04 21:39:00
REV_690511,ORD_002678,3,Order Review,Nothing special.,2021-09-23 07:47:00,2021-10-02 07:47:00
REV_559735,ORD_002679,5,Order Review,Very satisfied.,2021-09-12 09:08:00,2021-09-22 09:08:00
REV_304374,ORD_002681,2,Order Review,Poor quality.,2021-09-24 10:25:00,2021-09-28 10:25:00
REV_234337,ORD_002682,2,Order Review,Poor quality.,2021-09-28 11:01:00,2021-10-07 11:01:00
REV_489309,ORD_002683,5,Order Review,Very satisfied.,2021-09-29 11:16:00,2021-09-30 11:16:00
REV_127304,ORD_002684,4,Order Review,Decent quality.,2021-09-11 11:50:00,2021-09-19 11:50:00
REV_825814,ORD_002685,5,Order Review,Great product!,2021-09-22 12:21:00,2021-09-25 12:21:00
REV_100636,ORD_002688,5,Order Review,Great product!,2021-09-22 13:35:00,2021-10-02 13:35:00
REV_891461,ORD_002690,5,Order Review,Great product!,2021-10-06 15:36:00,2021-10-12 15:36:00
REV_770281,ORD_002691,2,Order Review,Not as described.,2021-09-22 16:43:00,2021-10-02 16:43:00
REV_487609,ORD_002692,5,Order Review,Great product!,2021-09-30 17:21:00,2021-10-05 17:21:00
REV_105637,ORD_002693,1,Order Review,Very unhappy.,2021-10-06 17:44:00,2021-10-08 17:44:00
REV_839386,ORD_002694,4,Order Review,Happy with purchase.,2021-09-27 19:25:00,2021-10-06 19:25:00
REV_205447,ORD_002695,5,Order Review,Excellent quality.,2021-09-30 20:30:00,2021-10-04 20:30:00
REV_877620,ORD_002696,3,Order Review,OK for the price.,2021-09-23 20:53:00,2021-09-25 20:53:00
REV_718311,ORD_002697,4,Order Review,Decent quality.,2021-10-06 20:53:00,2021-10-12 20:53:00
REV_118547,ORD_002698,5,Order Review,Great product!,2021-10-02 21:10:00,2021-10-05 21:10:00
REV_659970,ORD_002699,4,Order Review,Decent quality.,2021-10-06 21:17:00,2021-10-12 21:17:00
REV_458001,ORD_002700,4,Order Review,Happy with purchase.,2021-09-25 21:52:00,2021-10-03 21:52:00
REV_390462,ORD_002701,4,Order Review,Decent quality.,2021-10-05 22:06:00,2021-10-08 22:06:00
REV_468777,ORD_002702,4,Order Review,Works well.,2021-09-17 06:00:00,2021-09-26 06:00:00
REV_639941,ORD_002703,5,Order Review,Great product!,2021-10-07 06:46:00,2021-10-13 06:46:00
REV_863252,ORD_002704,5,Order Review,Highly recommend!,2021-09-18 08:56:00,2021-09-19 08:56:00
REV_603580,ORD_002705,5,Order Review,Very satisfied.,2021-09-24 09:42:00,2021-10-04 09:42:00
REV_374408,ORD_002706,5,Order Review,Very satisfied.,2021-09-16 15:09:00,2021-09-22 15:09:00
REV_772600,ORD_002707,5,Order Review,Very satisfied.,2021-10-06 16:59:00,2021-10-08 16:59:00
REV_744205,ORD_002708,5,Order Review,Very satisfied.,2021-09-19 18:01:00,2021-09-23 18:01:00
REV_347416,ORD_002709,2,Order Review,Poor quality.,2021-09-21 18:19:00,2021-09-26 18:19:00
REV_382244,ORD_002711,5,Order Review,Very satisfied.,2021-10-04 10:32:00,2021-10-12 10:32:00
REV_463642,ORD_002712,5,Order Review,Highly recommend!,2021-09-24 13:05:00,2021-09-29 13:05:00
REV_490150,ORD_002716,1,Order Review,Complete waste.,2021-09-27 17:02:00,2021-10-01 17:02:00
REV_631544,ORD_002717,5,Order Review,Great product!,2021-09-22 18:16:00,2021-10-01 18:16:00
REV_227328,ORD_002718,3,Order Review,Average.,2021-09-16 19:53:00,2021-09-20 19:53:00
REV_445829,ORD_002719,5,Order Review,Excellent quality.,2021-09-16 07:04:00,2021-09-17 07:04:00
REV_911635,ORD_002721,5,Order Review,Great product!,2021-09-21 11:25:00,2021-09-26 11:25:00
REV_561721,ORD_002722,5,Order Review,Excellent quality.,2021-10-09 11:54:00,2021-10-17 11:54:00
REV_660583,ORD_002723,4,Order Review,Decent quality.,2021-10-01 15:34:00,2021-10-09 15:34:00
REV_814151,ORD_002724,5,Order Review,Highly recommend!,2021-10-09 16:27:00,2021-10-18 16:27:00
REV_762438,ORD_002725,5,Order Review,Great product!,2021-09-22 17:00:00,2021-09-29 17:00:00
REV_747303,ORD_002726,4,Order Review,Good product.,2021-09-18 17:07:00,2021-09-23 17:07:00
REV_260574,ORD_002728,5,Order Review,Excellent quality.,2021-09-27 18:50:00,2021-10-06 18:50:00
REV_301414,ORD_002729,4,Order Review,Good product.,2021-09-20 19:44:00,2021-09-24 19:44:00
REV_951990,ORD_002730,2,Order Review,Not as described.,2021-10-05 21:56:00,2021-10-11 21:56:00
REV_277159,ORD_002732,4,Order Review,Happy with purchase.,2021-09-30 22:55:00,2021-10-10 22:55:00
REV_912897,ORD_002733,5,Order Review,Very satisfied.,2021-09-30 06:44:00,2021-10-02 06:44:00
REV_707555,ORD_002734,3,Order Review,Could be better.,2021-09-27 06:49:00,2021-10-02 06:49:00
REV_862279,ORD_002735,5,Order Review,Excellent quality.,2021-10-09 09:24:00,2021-10-12 09:24:00
REV_427329,ORD_002736,5,Order Review,Excellent quality.,2021-09-20 09:27:00,2021-09-26 09:27:00
REV_817736,ORD_002739,1,Order Review,Very unhappy.,2021-09-18 19:52:00,2021-09-26 19:52:00
REV_487737,ORD_002740,4,Order Review,Works well.,2021-09-24 20:22:00,2021-09-30 20:22:00
REV_394554,ORD_002741,5,Order Review,Excellent quality.,2021-09-16 20:22:00,2021-09-18 20:22:00
REV_856198,ORD_002744,5,Order Review,Very satisfied.,2021-10-03 07:47:00,2021-10-12 07:47:00
REV_967428,ORD_002746,5,Order Review,Great product!,2021-10-04 08:16:00,2021-10-10 08:16:00
REV_831984,ORD_002748,4,Order Review,Works well.,2021-10-05 11:08:00,2021-10-09 11:08:00
REV_146943,ORD_002749,4,Order Review,Decent quality.,2021-09-22 11:54:00,2021-09-28 11:54:00
REV_136674,ORD_002750,5,Order Review,Highly recommend!,2021-09-21 15:17:00,2021-09-29 15:17:00
REV_415335,ORD_002752,5,Order Review,Very satisfied.,2021-09-17 15:46:00,2021-09-24 15:46:00
REV_347088,ORD_002753,3,Order Review,Nothing special.,2021-09-20 17:05:00,2021-09-25 17:05:00
REV_954551,ORD_002754,2,Order Review,Expected better.,2021-10-07 20:19:00,2021-10-16 20:19:00
REV_440115,ORD_002755,2,Order Review,Poor quality.,2021-10-06 21:18:00,2021-10-15 21:18:00
REV_915091,ORD_002756,2,Order Review,Expected better.,2021-09-26 10:02:00,2021-09-27 10:02:00
REV_208383,ORD_002758,5,Order Review,Highly recommend!,2021-09-30 12:02:00,2021-10-05 12:02:00
REV_181284,ORD_002759,5,Order Review,Very satisfied.,2021-10-08 14:31:00,2021-10-12 14:31:00
REV_232113,ORD_002761,5,Order Review,Great product!,2021-09-30 16:49:00,2021-10-05 16:49:00
REV_628068,ORD_002762,5,Order Review,Excellent quality.,2021-09-26 20:36:00,2021-10-06 20:36:00
REV_564043,ORD_002763,5,Order Review,Highly recommend!,2021-09-18 21:27:00,2021-09-20 21:27:00
REV_106086,ORD_002764,3,Order Review,Nothing special.,2021-10-03 07:31:00,2021-10-06 07:31:00
REV_933051,ORD_002765,5,Order Review,Excellent quality.,2021-09-19 08:47:00,2021-09-27 08:47:00
REV_112450,ORD_002766,3,Order Review,Could be better.,2021-10-08 09:09:00,2021-10-11 09:09:00
REV_738347,ORD_002767,2,Order Review,Disappointed.,2021-09-24 09:29:00,2021-10-03 09:29:00
REV_936770,ORD_002768,4,Order Review,Happy with purchase.,2021-09-27 09:57:00,2021-10-01 09:57:00
REV_186189,ORD_002769,5,Order Review,Excellent quality.,2021-09-23 11:34:00,2021-09-26 11:34:00
REV_300254,ORD_002771,1,Order Review,Do not buy.,2021-09-27 13:18:00,2021-10-01 13:18:00
REV_187579,ORD_002772,5,Order Review,Very satisfied.,2021-10-06 13:30:00,2021-10-16 13:30:00
REV_178055,ORD_002773,3,Order Review,OK for the price.,2021-10-03 13:48:00,2021-10-08 13:48:00
REV_213840,ORD_002774,4,Order Review,Decent quality.,2021-10-05 14:31:00,2021-10-06 14:31:00
REV_842823,ORD_002775,4,Order Review,Good product.,2021-10-06 16:00:00,2021-10-13 16:00:00
REV_305057,ORD_002776,4,Order Review,Decent quality.,2021-10-02 17:34:00,2021-10-03 17:34:00
REV_227829,ORD_002777,5,Order Review,Highly recommend!,2021-10-02 19:35:00,2021-10-07 19:35:00
REV_284942,ORD_002778,4,Order Review,Decent quality.,2021-10-01 19:47:00,2021-10-02 19:47:00
REV_973687,ORD_002779,5,Order Review,Very satisfied.,2021-09-29 22:03:00,2021-10-03 22:03:00
REV_757575,ORD_002780,5,Order Review,Great product!,2021-10-05 06:33:00,2021-10-07 06:33:00
REV_517062,ORD_002781,5,Order Review,Great product!,2021-09-23 09:07:00,2021-10-02 09:07:00
REV_167435,ORD_002784,2,Order Review,Expected better.,2021-10-13 12:09:00,2021-10-23 12:09:00
REV_180725,ORD_002786,4,Order Review,Happy with purchase.,2021-09-21 12:51:00,2021-09-23 12:51:00
REV_366893,ORD_002787,5,Order Review,Excellent quality.,2021-10-07 12:53:00,2021-10-10 12:53:00
REV_347985,ORD_002789,5,Order Review,Great product!,2021-10-06 14:40:00,2021-10-14 14:40:00
REV_475446,ORD_002790,5,Order Review,Great product!,2021-10-01 16:23:00,2021-10-09 16:23:00
REV_933905,ORD_002791,5,Order Review,Excellent quality.,2021-10-09 19:00:00,2021-10-15 19:00:00
REV_917303,ORD_002792,4,Order Review,Works well.,2021-09-27 19:31:00,2021-10-02 19:31:00
REV_291712,ORD_002793,4,Order Review,Works well.,2021-10-06 20:04:00,2021-10-09 20:04:00
REV_790657,ORD_002794,5,Order Review,Very satisfied.,2021-10-14 20:05:00,2021-10-20 20:05:00
REV_919791,ORD_002795,5,Order Review,Excellent quality.,2021-10-11 20:29:00,2021-10-16 20:29:00
REV_237243,ORD_002796,5,Order Review,Highly recommend!,2021-10-05 20:57:00,2021-10-13 20:57:00
REV_545963,ORD_002797,5,Order Review,Highly recommend!,2021-10-06 21:02:00,2021-10-15 21:02:00
REV_280254,ORD_002798,5,Order Review,Excellent quality.,2021-10-05 22:14:00,2021-10-10 22:14:00
REV_819068,ORD_002799,5,Order Review,Great product!,2021-09-29 08:52:00,2021-10-01 08:52:00
REV_581956,ORD_002800,5,Order Review,Great product!,2021-10-10 10:03:00,2021-10-19 10:03:00
REV_500873,ORD_002801,5,Order Review,Very satisfied.,2021-10-03 12:24:00,2021-10-06 12:24:00
REV_603530,ORD_002802,2,Order Review,Expected better.,2021-10-07 12:34:00,2021-10-09 12:34:00
REV_539225,ORD_002803,5,Order Review,Excellent quality.,2021-10-07 13:05:00,2021-10-11 13:05:00
REV_959160,ORD_002805,5,Order Review,Highly recommend!,2021-10-08 16:50:00,2021-10-14 16:50:00
REV_473517,ORD_002806,5,Order Review,Very satisfied.,2021-09-28 18:26:00,2021-10-08 18:26:00
REV_588448,ORD_002807,5,Order Review,Great product!,2021-09-21 18:41:00,2021-09-29 18:41:00
REV_921724,ORD_002808,4,Order Review,Good product.,2021-10-13 18:51:00,2021-10-18 18:51:00
REV_503636,ORD_002809,1,Order Review,Terrible!,2021-09-22 19:01:00,2021-09-26 19:01:00
REV_828315,ORD_002810,5,Order Review,Great product!,2021-10-11 19:03:00,2021-10-14 19:03:00
REV_997301,ORD_002811,1,Order Review,Terrible!,2021-10-13 22:50:00,2021-10-15 22:50:00
REV_331456,ORD_002812,5,Order Review,Great product!,2021-09-30 22:51:00,2021-10-10 22:51:00
REV_371032,ORD_002813,5,Order Review,Very satisfied.,2021-09-23 06:46:00,2021-09-29 06:46:00
REV_517238,ORD_002814,5,Order Review,Excellent quality.,2021-10-05 08:47:00,2021-10-09 08:47:00
REV_159516,ORD_002815,3,Order Review,Nothing special.,2021-09-24 10:34:00,2021-09-27 10:34:00
REV_124488,ORD_002816,5,Order Review,Excellent quality.,2021-10-03 10:42:00,2021-10-06 10:42:00
REV_767085,ORD_002817,4,Order Review,Works well.,2021-10-06 10:42:00,2021-10-07 10:42:00
REV_391374,ORD_002818,3,Order Review,OK for the price.,2021-09-21 11:14:00,2021-09-22 11:14:00
REV_764350,ORD_002820,1,Order Review,Do not buy.,2021-09-27 14:50:00,2021-10-06 14:50:00
REV_268775,ORD_002821,2,Order Review,Poor quality.,2021-09-22 15:34:00,2021-09-29 15:34:00
REV_420930,ORD_002822,4,Order Review,Decent quality.,2021-10-07 15:55:00,2021-10-10 15:55:00
REV_449065,ORD_002823,4,Order Review,Happy with purchase.,2021-09-30 16:21:00,2021-10-03 16:21:00
REV_950580,ORD_002824,4,Order Review,Works well.,2021-10-03 17:12:00,2021-10-09 17:12:00
REV_922531,ORD_002826,3,Order Review,Average.,2021-10-15 20:11:00,2021-10-16 20:11:00
REV_893467,ORD_002827,5,Order Review,Great product!,2021-09-30 21:07:00,2021-10-06 21:07:00
REV_371302,ORD_002828,5,Order Review,Excellent quality.,2021-10-15 06:18:00,2021-10-17 06:18:00
REV_301702,ORD_002830,2,Order Review,Poor quality.,2021-09-25 08:14:00,2021-10-02 08:14:00
REV_521887,ORD_002831,4,Order Review,Happy with purchase.,2021-09-22 08:26:00,2021-09-23 08:26:00
REV_933167,ORD_002833,4,Order Review,Decent quality.,2021-10-17 09:59:00,2021-10-22 09:59:00
REV_860767,ORD_002834,5,Order Review,Very satisfied.,2021-09-24 10:00:00,2021-09-26 10:00:00
REV_662406,ORD_002835,5,Order Review,Very satisfied.,2021-09-22 10:37:00,2021-09-30 10:37:00
REV_141391,ORD_002837,5,Order Review,Highly recommend!,2021-10-09 14:46:00,2021-10-19 14:46:00
REV_164412,ORD_002838,5,Order Review,Highly recommend!,2021-09-27 17:46:00,2021-10-01 17:46:00
REV_794263,ORD_002839,5,Order Review,Excellent quality.,2021-09-23 19:12:00,2021-10-02 19:12:00
REV_144650,ORD_002840,5,Order Review,Great product!,2021-09-24 19:26:00,2021-09-29 19:26:00
REV_513572,ORD_002841,3,Order Review,OK for the price.,2021-10-16 20:28:00,2021-10-18 20:28:00
REV_765738,ORD_002843,1,Order Review,Do not buy.,2021-09-26 22:03:00,2021-10-02 22:03:00
REV_320506,ORD_002844,3,Order Review,Could be better.,2021-09-25 22:35:00,2021-10-04 22:35:00
REV_136287,ORD_002846,5,Order Review,Highly recommend!,2021-09-23 22:55:00,2021-10-01 22:55:00
REV_569606,ORD_002847,2,Order Review,Not as described.,2021-10-02 07:18:00,2021-10-06 07:18:00
REV_466953,ORD_002848,4,Order Review,Good product.,2021-10-03 08:53:00,2021-10-09 08:53:00
REV_721208,ORD_002849,3,Order Review,Nothing special.,2021-10-12 08:54:00,2021-10-18 08:54:00
REV_747942,ORD_002850,5,Order Review,Very satisfied.,2021-10-14 09:41:00,2021-10-15 09:41:00
REV_976265,ORD_002851,5,Order Review,Great product!,2021-10-09 10:06:00,2021-10-15 10:06:00
REV_625004,ORD_002852,4,Order Review,Good product.,2021-09-26 11:09:00,2021-09-27 11:09:00
REV_328584,ORD_002853,3,Order Review,Average.,2021-10-11 12:39:00,2021-10-20 12:39:00
REV_162319,ORD_002854,5,Order Review,Great product!,2021-10-05 14:25:00,2021-10-08 14:25:00
REV_606672,ORD_002856,4,Order Review,Happy with purchase.,2021-09-23 15:56:00,2021-09-27 15:56:00
REV_480719,ORD_002857,4,Order Review,Works well.,2021-10-12 16:48:00,2021-10-18 16:48:00
REV_867568,ORD_002858,3,Order Review,Average.,2021-10-04 17:34:00,2021-10-11 17:34:00
REV_272506,ORD_002859,5,Order Review,Great product!,2021-09-25 17:52:00,2021-10-01 17:52:00
REV_286618,ORD_002860,2,Order Review,Not as described.,2021-10-14 19:15:00,2021-10-17 19:15:00
REV_622120,ORD_002862,5,Order Review,Excellent quality.,2021-10-12 20:59:00,2021-10-14 20:59:00
REV_580703,ORD_002863,5,Order Review,Very satisfied.,2021-10-09 22:53:00,2021-10-17 22:53:00
REV_829581,ORD_002864,2,Order Review,Expected better.,2021-10-19 06:57:00,2021-10-22 06:57:00
REV_553503,ORD_002865,5,Order Review,Excellent quality.,2021-10-01 08:02:00,2021-10-02 08:02:00
REV_263679,ORD_002866,2,Order Review,Disappointed.,2021-10-14 08:55:00,2021-10-15 08:55:00
REV_628293,ORD_002868,5,Order Review,Very satisfied.,2021-09-28 09:26:00,2021-10-02 09:26:00
REV_517429,ORD_002869,4,Order Review,Good product.,2021-09-26 09:30:00,2021-09-30 09:30:00
REV_813640,ORD_002870,5,Order Review,Very satisfied.,2021-09-29 10:43:00,2021-10-01 10:43:00
REV_617763,ORD_002871,3,Order Review,Average.,2021-10-08 11:17:00,2021-10-09 11:17:00
REV_596899,ORD_002872,4,Order Review,Decent quality.,2021-09-26 11:21:00,2021-10-03 11:21:00
REV_160802,ORD_002874,5,Order Review,Very satisfied.,2021-09-30 14:43:00,2021-10-05 14:43:00
REV_195959,ORD_002875,3,Order Review,Average.,2021-09-26 14:52:00,2021-10-05 14:52:00
REV_396349,ORD_002876,5,Order Review,Excellent quality.,2021-10-01 15:00:00,2021-10-07 15:00:00
REV_303739,ORD_002878,5,Order Review,Very satisfied.,2021-10-12 16:54:00,2021-10-17 16:54:00
REV_695023,ORD_002880,5,Order Review,Highly recommend!,2021-10-11 17:46:00,2021-10-18 17:46:00
REV_740341,ORD_002881,5,Order Review,Excellent quality.,2021-10-02 19:39:00,2021-10-09 19:39:00
REV_961432,ORD_002882,5,Order Review,Great product!,2021-10-01 21:15:00,2021-10-11 21:15:00
REV_758389,ORD_002883,5,Order Review,Very satisfied.,2021-09-29 21:27:00,2021-10-07 21:27:00
REV_957787,ORD_002884,5,Order Review,Highly recommend!,2021-09-26 22:02:00,2021-10-01 22:02:00
REV_968605,ORD_002886,3,Order Review,Average.,2021-09-24 22:27:00,2021-09-27 22:27:00
REV_618214,ORD_002888,1,Order Review,Complete waste.,2021-10-06 07:04:00,2021-10-11 07:04:00
REV_188840,ORD_002890,5,Order Review,Excellent quality.,2021-09-28 07:55:00,2021-10-05 07:55:00
REV_583879,ORD_002891,4,Order Review,Happy with purchase.,2021-10-20 10:32:00,2021-10-24 10:32:00
REV_269308,ORD_002892,5,Order Review,Excellent quality.,2021-09-29 11:19:00,2021-10-02 11:19:00
REV_308140,ORD_002893,4,Order Review,Good product.,2021-10-17 13:56:00,2021-10-23 13:56:00
REV_846441,ORD_002894,5,Order Review,Highly recommend!,2021-10-16 13:59:00,2021-10-17 13:59:00
REV_354122,ORD_002895,5,Order Review,Very satisfied.,2021-10-02 14:01:00,2021-10-05 14:01:00
REV_939893,ORD_002897,1,Order Review,Terrible!,2021-10-18 15:28:00,2021-10-25 15:28:00
REV_255075,ORD_002899,4,Order Review,Good product.,2021-10-12 16:33:00,2021-10-20 16:33:00
REV_257050,ORD_002900,3,Order Review,Nothing special.,2021-09-27 17:38:00,2021-10-05 17:38:00
REV_109746,ORD_002901,5,Order Review,Great product!,2021-09-30 18:01:00,2021-10-07 18:01:00
REV_437077,ORD_002902,3,Order Review,OK for the price.,2021-10-16 20:11:00,2021-10-22 20:11:00
REV_932554,ORD_002904,5,Order Review,Great product!,2021-10-15 20:59:00,2021-10-18 20:59:00
REV_883220,ORD_002905,2,Order Review,Expected better.,2021-09-26 21:52:00,2021-10-01 21:52:00
REV_816022,ORD_002906,5,Order Review,Great product!,2021-10-19 06:06:00,2021-10-22 06:06:00
REV_908789,ORD_002907,5,Order Review,Highly recommend!,2021-09-28 06:43:00,2021-10-07 06:43:00
REV_513375,ORD_002908,5,Order Review,Great product!,2021-10-16 07:18:00,2021-10-22 07:18:00
REV_435262,ORD_002911,5,Order Review,Highly recommend!,2021-10-03 14:04:00,2021-10-13 14:04:00
REV_264531,ORD_002912,1,Order Review,Very unhappy.,2021-10-21 14:13:00,2021-10-24 14:13:00
REV_807832,ORD_002913,4,Order Review,Works well.,2021-09-28 15:46:00,2021-10-01 15:46:00
REV_112495,ORD_002914,1,Order Review,Do not buy.,2021-10-10 16:06:00,2021-10-17 16:06:00
REV_825978,ORD_002915,1,Order Review,Terrible!,2021-10-13 16:27:00,2021-10-23 16:27:00
REV_660606,ORD_002916,5,Order Review,Great product!,2021-10-01 16:31:00,2021-10-11 16:31:00
REV_162610,ORD_002918,5,Order Review,Excellent quality.,2021-10-15 17:15:00,2021-10-19 17:15:00
REV_604427,ORD_002919,5,Order Review,Excellent quality.,2021-10-04 18:59:00,2021-10-09 18:59:00
REV_242282,ORD_002921,4,Order Review,Works well.,2021-10-17 19:51:00,2021-10-18 19:51:00
REV_576186,ORD_002922,4,Order Review,Good product.,2021-10-15 20:08:00,2021-10-23 20:08:00
REV_673772,ORD_002923,4,Order Review,Decent quality.,2021-09-29 20:43:00,2021-09-30 20:43:00
REV_726854,ORD_002924,4,Order Review,Decent quality.,2021-10-10 21:00:00,2021-10-12 21:00:00
REV_568558,ORD_002925,4,Order Review,Happy with purchase.,2021-10-08 22:48:00,2021-10-16 22:48:00
REV_169365,ORD_002926,3,Order Review,Average.,2021-10-16 06:03:00,2021-10-26 06:03:00
REV_219204,ORD_002927,5,Order Review,Great product!,2021-09-29 06:04:00,2021-09-30 06:04:00
REV_326919,ORD_002929,5,Order Review,Great product!,2021-10-16 06:57:00,2021-10-19 06:57:00
REV_821580,ORD_002930,4,Order Review,Happy with purchase.,2021-10-02 07:47:00,2021-10-03 07:47:00
REV_669327,ORD_002931,5,Order Review,Great product!,2021-10-12 08:57:00,2021-10-16 08:57:00
REV_504582,ORD_002932,3,Order Review,Could be better.,2021-10-03 09:03:00,2021-10-09 09:03:00
REV_614095,ORD_002933,5,Order Review,Excellent quality.,2021-10-21 11:37:00,2021-10-22 11:37:00
REV_434952,ORD_002934,3,Order Review,OK for the price.,2021-10-16 13:56:00,2021-10-17 13:56:00
REV_842566,ORD_002935,5,Order Review,Very satisfied.,2021-10-02 16:30:00,2021-10-12 16:30:00
