order_id,order_item_id,product_id,seller_id,price,freight_value,shipping_limit_date
ORD_004132,3,PROD_00492,SELL_0346,42.53,37.89,2021-12-15 11:59:00
ORD_004133,1,PROD_00492,SELL_0104,40.97,5.87,2021-12-13 12:47:00
ORD_004133,2,PROD_00662,SELL_0053,11.83,26.94,2021-12-14 12:47:00
ORD_004134,1,PROD_00534,SELL_0187,368.2,7.14,2021-12-14 13:25:00
ORD_004135,1,PROD_00509,SELL_0021,341.59,43.52,2021-12-14 13:55:00
ORD_004136,1,PROD_00085,SELL_0234,54.47,35.32,2021-12-16 15:05:00
ORD_004136,2,PROD_00455,SELL_0175,32.44,57.46,2021-12-16 15:05:00
ORD_004136,3,PROD_00673,SELL_0342,170.9,72.8,2021-12-13 15:05:00
ORD_004136,4,PROD_00080,SELL_0016,224.23,75.68,2021-12-16 15:05:00
ORD_004137,1,PROD_00131,SELL_0249,17.75,52.85,2021-12-15 15:19:00
ORD_004138,1,PROD_00452,SELL_0297,31.04,72.12,2021-12-12 15:23:00
ORD_004139,1,PROD_00521,SELL_0175,46.65,23.14,2021-12-13 15:26:00
ORD_004139,2,PROD_00641,SELL_0303,49.67,37.48,2021-12-15 15:26:00
ORD_004139,3,PROD_00626,SELL_0103,31.54,56.38,2021-12-12 15:26:00
ORD_004140,1,PROD_00527,SELL_0044,53.59,63.23,2021-12-13 16:45:00
ORD_004140,2,PROD_00493,SELL_0282,66.73,59.84,2021-12-12 16:45:00
ORD_004141,1,PROD_00798,SELL_0263,69.52,23.22,2021-12-13 18:34:00
ORD_004142,1,PROD_00466,SELL_0310,81.25,36.31,2021-12-15 18:53:00
ORD_004143,1,PROD_00720,SELL_0058,81.51,69.62,2021-12-12 19:51:00
ORD_004143,2,PROD_00749,SELL_0005,146.19,64.88,2021-12-12 19:51:00
ORD_004144,1,PROD_00681,SELL_0252,28.11,48.04,2021-12-13 19:53:00
ORD_004145,1,PROD_00583,SELL_0252,51.73,6.23,2021-12-14 20:35:00
ORD_004146,1,PROD_00199,SELL_0082,42.71,12.86,2021-12-13 22:18:00
ORD_004147,1,PROD_00116,SELL_0282,12.59,63.72,2021-12-14 07:40:00
ORD_004147,2,PROD_00692,SELL_0278,72.04,27.15,2021-12-14 07:40:00
ORD_004147,3,PROD_00777,SELL_0310,46.64,40.28,2021-12-17 07:40:00
ORD_004148,1,PROD_00637,SELL_0027,39.73,12.04,2021-12-14 08:21:00
ORD_004149,1,PROD_00733,SELL_0146,79.5,66.3,2021-12-16 08:32:00
ORD_004150,1,PROD_00023,SELL_0126,27.31,51.79,2021-12-14 08:50:00
ORD_004151,1,PROD_00454,SELL_0095,241.89,78.68,2021-12-16 09:48:00
ORD_004152,1,PROD_00756,SELL_0096,80.58,23.48,2021-12-15 09:50:00
ORD_004152,2,PROD_00178,SELL_0341,202.67,54.1,2021-12-15 09:50:00
ORD_004152,3,PROD_00327,SELL_0155,42.3,21.27,2021-12-17 09:50:00
ORD_004152,4,PROD_00035,SELL_0010,27.49,66.33,2021-12-14 09:50:00
ORD_004152,5,PROD_00133,SELL_0343,76.87,66.05,2021-12-16 09:50:00
ORD_004153,1,PROD_00583,SELL_0072,47.43,20.71,2021-12-15 09:52:00
ORD_004154,1,PROD_00359,SELL_0357,45.93,72.52,2021-12-13 09:52:00
ORD_004154,2,PROD_00792,SELL_0309,22.3,44.46,2021-12-16 09:52:00
ORD_004155,1,PROD_00107,SELL_0146,300.03,37.46,2021-12-16 10:08:00
ORD_004156,1,PROD_00346,SELL_0222,55.85,59.48,2021-12-14 10:21:00
ORD_004157,1,PROD_00616,SELL_0095,55.68,16.57,2021-12-14 12:40:00
ORD_004158,1,PROD_00063,SELL_0129,103.46,18.06,2021-12-15 12:59:00
ORD_004158,2,PROD_00494,SELL_0079,35.96,32.11,2021-12-14 12:59:00
ORD_004159,1,PROD_00284,SELL_0378,22.91,65.71,2021-12-13 13:57:00
ORD_004159,2,PROD_00097,SELL_0131,83.75,79.5,2021-12-13 13:57:00
ORD_004159,3,PROD_00444,SELL_0051,56.6,76.62,2021-12-13 13:57:00
ORD_004160,1,PROD_00451,SELL_0049,126.14,73.83,2021-12-13 15:46:00
ORD_004160,2,PROD_00755,SELL_0368,38.32,63.83,2021-12-14 15:46:00
ORD_004161,1,PROD_00026,SELL_0170,38.62,19.57,2021-12-16 16:25:00
ORD_004162,1,PROD_00133,SELL_0221,65.29,10.3,2021-12-17 16:40:00
ORD_004163,1,PROD_00511,SELL_0043,33.44,55.65,2021-12-17 16:52:00
ORD_004163,2,PROD_00336,SELL_0106,104.67,77.55,2021-12-13 16:52:00
ORD_004163,3,PROD_00672,SELL_0299,18.64,50.45,2021-12-15 16:52:00
ORD_004164,1,PROD_00582,SELL_0200,98.77,62.97,2021-12-16 17:05:00
ORD_004165,1,PROD_00601,SELL_0181,46.26,48.0,2021-12-13 18:40:00
ORD_004166,1,PROD_00660,SELL_0201,33.72,49.87,2021-12-15 21:12:00
ORD_004166,2,PROD_00155,SELL_0291,32.92,16.67,2021-12-15 21:12:00
ORD_004166,3,PROD_00309,SELL_0005,239.87,29.29,2021-12-16 21:12:00
ORD_004166,4,PROD_00679,SELL_0027,50.35,74.55,2021-12-14 21:12:00
ORD_004167,1,PROD_00454,SELL_0124,253.95,70.93,2021-12-17 07:34:00
ORD_004168,1,PROD_00364,SELL_0202,190.1,10.98,2021-12-18 12:59:00
ORD_004169,1,PROD_00527,SELL_0330,45.47,68.82,2021-12-14 13:29:00
ORD_004170,1,PROD_00757,SELL_0388,48.99,24.39,2021-12-15 13:30:00
ORD_004171,1,PROD_00732,SELL_0246,103.49,56.86,2021-12-15 13:54:00
ORD_004172,1,PROD_00627,SELL_0301,22.37,56.16,2021-12-18 14:37:00
ORD_004172,2,PROD_00780,SELL_0061,49.18,68.69,2021-12-16 14:37:00
ORD_004173,1,PROD_00368,SELL_0102,20.55,51.67,2021-12-15 16:02:00
ORD_004174,1,PROD_00128,SELL_0182,56.45,48.28,2021-12-16 16:07:00
ORD_004175,1,PROD_00450,SELL_0099,56.43,35.0,2021-12-14 16:44:00
ORD_004175,2,PROD_00298,SELL_0117,46.94,64.31,2021-12-16 16:44:00
ORD_004175,3,PROD_00768,SELL_0015,42.07,53.47,2021-12-14 16:44:00
ORD_004176,1,PROD_00048,SELL_0377,185.96,13.52,2021-12-15 16:46:00
ORD_004177,1,PROD_00636,SELL_0081,57.59,61.56,2021-12-14 18:47:00
ORD_004177,2,PROD_00596,SELL_0192,316.86,5.21,2021-12-14 18:47:00
ORD_004177,3,PROD_00363,SELL_0021,21.51,66.18,2021-12-15 18:47:00
ORD_004178,1,PROD_00432,SELL_0200,27.97,10.91,2021-12-17 18:47:00
ORD_004178,2,PROD_00623,SELL_0055,22.91,59.98,2021-12-15 18:47:00
ORD_004178,3,PROD_00443,SELL_0185,69.36,7.85,2021-12-16 18:47:00
ORD_004179,1,PROD_00647,SELL_0327,94.95,65.41,2021-12-18 20:39:00
ORD_004180,1,PROD_00201,SELL_0294,35.82,55.84,2021-12-18 20:51:00
ORD_004181,1,PROD_00539,SELL_0027,29.76,63.97,2021-12-17 21:24:00
ORD_004181,2,PROD_00007,SELL_0155,63.52,64.46,2021-12-18 21:24:00
ORD_004182,1,PROD_00171,SELL_0045,27.33,75.44,2021-12-18 21:43:00
ORD_004182,2,PROD_00328,SELL_0060,184.8,76.89,2021-12-14 21:43:00
ORD_004182,3,PROD_00056,SELL_0128,27.95,77.32,2021-12-17 21:43:00
ORD_004182,4,PROD_00396,SELL_0075,192.44,36.91,2021-12-17 21:43:00
ORD_004183,1,PROD_00344,SELL_0385,47.65,74.03,2021-12-19 06:02:00
ORD_004183,2,PROD_00212,SELL_0193,11.04,29.93,2021-12-18 06:02:00
ORD_004184,1,PROD_00299,SELL_0125,74.13,37.32,2021-12-18 06:31:00
ORD_004185,1,PROD_00257,SELL_0330,55.92,18.38,2021-12-16 08:05:00
ORD_004185,2,PROD_00458,SELL_0190,34.37,76.91,2021-12-17 08:05:00
ORD_004186,1,PROD_00148,SELL_0165,56.03,31.01,2021-12-18 08:37:00
ORD_004186,2,PROD_00251,SELL_0153,154.5,59.53,2021-12-17 08:37:00
ORD_004187,1,PROD_00581,SELL_0125,148.81,58.22,2021-12-17 08:52:00
ORD_004187,2,PROD_00136,SELL_0399,21.52,68.79,2021-12-16 08:52:00
ORD_004187,3,PROD_00085,SELL_0167,50.02,55.6,2021-12-15 08:52:00
ORD_004188,1,PROD_00516,SELL_0283,49.05,79.66,2021-12-17 09:42:00
ORD_004188,2,PROD_00041,SELL_0388,47.73,69.94,2021-12-17 09:42:00
ORD_004188,3,PROD_00737,SELL_0233,31.15,15.77,2021-12-16 09:42:00
ORD_004189,1,PROD_00342,SELL_0222,64.7,5.56,2021-12-17 11:42:00
ORD_004189,2,PROD_00500,SELL_0113,55.87,45.89,2021-12-18 11:42:00
ORD_004190,1,PROD_00633,SELL_0166,16.09,6.28,2021-12-15 15:51:00
ORD_004191,1,PROD_00664,SELL_0061,8.68,71.42,2021-12-19 16:46:00
ORD_004192,1,PROD_00007,SELL_0344,64.97,64.8,2021-12-16 20:04:00
ORD_004193,1,PROD_00082,SELL_0005,42.95,61.9,2021-12-17 20:23:00
ORD_004194,1,PROD_00380,SELL_0060,83.98,57.15,2021-12-16 20:56:00
ORD_004195,1,PROD_00738,SELL_0041,70.08,47.82,2021-12-19 06:18:00
ORD_004195,2,PROD_00209,SELL_0044,28.35,61.38,2021-12-16 06:18:00
ORD_004196,1,PROD_00292,SELL_0163,270.09,6.11,2021-12-16 07:03:00
ORD_004197,1,PROD_00116,SELL_0048,13.01,52.2,2021-12-19 07:37:00
ORD_004198,1,PROD_00518,SELL_0361,29.09,14.57,2021-12-19 09:51:00
ORD_004199,1,PROD_00540,SELL_0076,157.55,28.48,2021-12-17 10:57:00
ORD_004200,1,PROD_00368,SELL_0239,21.38,58.0,2021-12-17 11:16:00
ORD_004200,2,PROD_00009,SELL_0086,32.56,47.19,2021-12-19 11:16:00
ORD_004201,1,PROD_00653,SELL_0020,34.05,77.98,2021-12-17 12:07:00
ORD_004202,1,PROD_00725,SELL_0060,74.1,50.68,2021-12-16 12:23:00
ORD_004202,2,PROD_00656,SELL_0189,19.07,36.57,2021-12-18 12:23:00
ORD_004203,1,PROD_00353,SELL_0068,40.95,43.26,2021-12-16 12:58:00
ORD_004204,1,PROD_00370,SELL_0330,71.13,57.88,2021-12-20 14:16:00
ORD_004205,1,PROD_00698,SELL_0193,58.08,16.04,2021-12-16 14:22:00
ORD_004206,1,PROD_00334,SELL_0329,50.82,43.85,2021-12-18 16:02:00
ORD_004206,2,PROD_00715,SELL_0385,79.81,75.89,2021-12-16 16:02:00
ORD_004206,3,PROD_00765,SELL_0214,155.46,74.51,2021-12-20 16:02:00
ORD_004206,4,PROD_00419,SELL_0044,71.84,63.07,2021-12-20 16:02:00
ORD_004207,1,PROD_00569,SELL_0017,36.46,8.87,2021-12-18 17:10:00
ORD_004208,1,PROD_00671,SELL_0352,59.88,39.33,2021-12-18 17:16:00
ORD_004209,1,PROD_00282,SELL_0189,39.5,69.24,2021-12-18 17:17:00
ORD_004210,1,PROD_00619,SELL_0191,18.52,72.23,2021-12-19 07:00:00
ORD_004211,1,PROD_00149,SELL_0049,32.79,73.4,2021-12-18 07:56:00
ORD_004212,1,PROD_00139,SELL_0054,25.57,69.42,2021-12-17 08:27:00
ORD_004212,2,PROD_00379,SELL_0208,19.92,56.14,2021-12-18 08:27:00
ORD_004213,1,PROD_00110,SELL_0344,128.64,25.81,2021-12-21 09:05:00
ORD_004214,1,PROD_00268,SELL_0341,41.05,7.12,2021-12-17 12:17:00
ORD_004214,2,PROD_00332,SELL_0350,50.05,37.73,2021-12-21 12:17:00
ORD_004214,3,PROD_00269,SELL_0249,84.45,71.15,2021-12-17 12:17:00
ORD_004214,4,PROD_00467,SELL_0167,56.07,67.41,2021-12-21 12:17:00
ORD_004215,1,PROD_00166,SELL_0195,140.85,51.58,2021-12-21 13:39:00
ORD_004216,1,PROD_00295,SELL_0090,13.79,59.34,2021-12-20 15:46:00
ORD_004217,1,PROD_00661,SELL_0298,39.52,15.9,2021-12-20 16:14:00
ORD_004217,2,PROD_00109,SELL_0003,48.48,33.85,2021-12-21 16:14:00
ORD_004218,1,PROD_00608,SELL_0247,21.21,35.45,2021-12-18 17:59:00
ORD_004219,1,PROD_00458,SELL_0162,39.78,59.9,2021-12-19 18:56:00
ORD_004220,1,PROD_00345,SELL_0322,58.95,43.87,2021-12-18 20:16:00
ORD_004220,2,PROD_00099,SELL_0041,15.89,9.22,2021-12-20 20:16:00
ORD_004221,1,PROD_00108,SELL_0085,233.34,19.42,2021-12-18 21:03:00
ORD_004222,1,PROD_00550,SELL_0309,243.86,23.57,2021-12-20 22:50:00
ORD_004222,2,PROD_00191,SELL_0110,33.63,34.23,2021-12-18 22:50:00
ORD_004222,3,PROD_00654,SELL_0172,259.83,11.84,2021-12-18 22:50:00
ORD_004222,4,PROD_00120,SELL_0280,97.29,75.89,2021-12-18 22:50:00
ORD_004223,1,PROD_00334,SELL_0314,59.07,44.24,2021-12-20 07:54:00
ORD_004223,2,PROD_00089,SELL_0240,57.25,60.57,2021-12-22 07:54:00
ORD_004224,1,PROD_00777,SELL_0221,52.8,74.15,2021-12-19 08:29:00
ORD_004225,1,PROD_00567,SELL_0373,356.8,54.82,2021-12-19 08:31:00
ORD_004225,2,PROD_00486,SELL_0308,53.03,26.26,2021-12-18 08:31:00
ORD_004226,1,PROD_00414,SELL_0211,78.29,79.3,2021-12-22 08:57:00
ORD_004227,1,PROD_00730,SELL_0057,51.34,21.93,2021-12-22 09:06:00
ORD_004227,2,PROD_00207,SELL_0013,13.29,59.61,2021-12-21 09:06:00
ORD_004227,3,PROD_00356,SELL_0197,112.72,15.93,2021-12-18 09:06:00
ORD_004228,1,PROD_00645,SELL_0091,87.3,11.44,2021-12-18 09:50:00
ORD_004229,1,PROD_00348,SELL_0007,40.16,77.21,2021-12-22 10:13:00
ORD_004230,1,PROD_00270,SELL_0241,330.86,76.15,2021-12-18 11:34:00
ORD_004230,2,PROD_00691,SELL_0013,86.82,54.47,2021-12-19 11:34:00
ORD_004231,1,PROD_00607,SELL_0192,112.32,44.98,2021-12-22 12:00:00
ORD_004232,1,PROD_00414,SELL_0007,80.0,55.8,2021-12-18 12:29:00
ORD_004232,2,PROD_00716,SELL_0326,23.62,73.46,2021-12-18 12:29:00
ORD_004233,1,PROD_00761,SELL_0379,137.06,11.81,2021-12-22 15:45:00
ORD_004234,1,PROD_00705,SELL_0114,37.2,8.76,2021-12-20 15:53:00
ORD_004235,1,PROD_00348,SELL_0240,38.09,54.83,2021-12-22 16:22:00
ORD_004236,1,PROD_00369,SELL_0055,41.26,49.99,2021-12-20 17:20:00
ORD_004237,1,PROD_00371,SELL_0313,22.72,21.68,2021-12-20 18:07:00
ORD_004237,2,PROD_00491,SELL_0072,38.61,32.6,2021-12-22 18:07:00
ORD_004237,3,PROD_00214,SELL_0116,56.87,45.04,2021-12-20 18:07:00
ORD_004237,4,PROD_00776,SELL_0110,52.71,48.19,2021-12-20 18:07:00
ORD_004238,1,PROD_00462,SELL_0179,15.49,26.67,2021-12-20 18:18:00
ORD_004239,1,PROD_00560,SELL_0079,29.13,57.44,2021-12-18 19:19:00
ORD_004240,1,PROD_00519,SELL_0174,26.1,40.55,2021-12-19 19:22:00
ORD_004240,2,PROD_00124,SELL_0067,20.51,32.67,2021-12-21 19:22:00
ORD_004240,3,PROD_00221,SELL_0115,28.25,70.63,2021-12-18 19:22:00
ORD_004241,1,PROD_00039,SELL_0161,102.84,19.41,2021-12-20 19:51:00
ORD_004241,2,PROD_00577,SELL_0297,108.12,73.48,2021-12-20 19:51:00
ORD_004241,3,PROD_00009,SELL_0397,30.1,54.68,2021-12-22 19:51:00
ORD_004242,1,PROD_00432,SELL_0174,32.83,50.5,2021-12-18 20:17:00
ORD_004243,1,PROD_00446,SELL_0206,89.26,29.89,2021-12-22 21:59:00
ORD_004244,1,PROD_00580,SELL_0121,150.94,67.28,2021-12-22 22:29:00
ORD_004245,1,PROD_00206,SELL_0023,100.94,9.25,2021-12-18 22:59:00
ORD_004246,1,PROD_00423,SELL_0101,63.35,46.42,2021-12-21 06:48:00
ORD_004247,1,PROD_00073,SELL_0243,80.79,41.67,2021-12-22 07:01:00
ORD_004247,2,PROD_00688,SELL_0078,127.7,6.09,2021-12-19 07:01:00
ORD_004247,3,PROD_00090,SELL_0006,54.79,52.25,2021-12-21 07:01:00
ORD_004247,4,PROD_00194,SELL_0089,23.49,43.66,2021-12-19 07:01:00
ORD_004248,1,PROD_00226,SELL_0044,33.39,11.18,2021-12-23 08:02:00
ORD_004248,2,PROD_00006,SELL_0097,53.68,50.84,2021-12-20 08:02:00
ORD_004248,3,PROD_00474,SELL_0150,79.2,40.59,2021-12-20 08:02:00
ORD_004249,1,PROD_00729,SELL_0387,114.53,49.84,2021-12-19 11:15:00
ORD_004249,2,PROD_00382,SELL_0223,46.84,57.6,2021-12-21 11:15:00
ORD_004249,3,PROD_00296,SELL_0217,200.62,54.13,2021-12-21 11:15:00
ORD_004250,1,PROD_00651,SELL_0152,52.73,41.71,2021-12-20 11:20:00
ORD_004251,1,PROD_00076,SELL_0127,32.48,57.36,2021-12-22 11:52:00
ORD_004252,1,PROD_00468,SELL_0074,16.48,73.82,2021-12-22 12:53:00
ORD_004253,1,PROD_00432,SELL_0055,31.91,5.51,2021-12-20 13:31:00
ORD_004254,1,PROD_00517,SELL_0124,18.45,25.67,2021-12-22 15:18:00
ORD_004254,2,PROD_00440,SELL_0327,112.51,5.11,2021-12-20 15:18:00
ORD_004255,1,PROD_00414,SELL_0321,79.07,71.03,2021-12-19 15:19:00
ORD_004256,1,PROD_00111,SELL_0199,98.36,61.19,2021-12-22 15:23:00
ORD_004257,1,PROD_00717,SELL_0284,43.66,21.02,2021-12-20 15:51:00
ORD_004258,1,PROD_00191,SELL_0104,34.46,7.36,2021-12-20 16:51:00
ORD_004258,2,PROD_00521,SELL_0039,57.34,17.98,2021-12-22 16:51:00
ORD_004258,3,PROD_00327,SELL_0375,41.38,43.05,2021-12-21 16:51:00
ORD_004259,1,PROD_00486,SELL_0270,58.8,68.8,2021-12-21 17:18:00
ORD_004259,2,PROD_00660,SELL_0323,28.83,72.27,2021-12-23 17:18:00
ORD_004260,1,PROD_00690,SELL_0032,29.38,64.75,2021-12-22 19:12:00
ORD_004261,1,PROD_00352,SELL_0091,60.84,41.67,2021-12-19 20:43:00
ORD_004262,1,PROD_00437,SELL_0327,28.23,12.39,2021-12-23 21:36:00
ORD_004262,2,PROD_00144,SELL_0200,25.6,67.54,2021-12-21 21:36:00
ORD_004262,3,PROD_00696,SELL_0215,39.1,56.94,2021-12-21 21:36:00
ORD_004262,4,PROD_00295,SELL_0375,14.74,17.99,2021-12-22 21:36:00
ORD_004263,1,PROD_00321,SELL_0282,21.31,37.48,2021-12-20 22:41:00
ORD_004264,1,PROD_00084,SELL_0152,157.73,30.24,2021-12-23 22:45:00
ORD_004264,2,PROD_00524,SELL_0094,27.84,21.99,2021-12-23 22:45:00
ORD_004265,1,PROD_00206,SELL_0357,113.75,45.29,2021-12-23 07:14:00
ORD_004265,2,PROD_00309,SELL_0085,266.36,47.01,2021-12-23 07:14:00
ORD_004265,3,PROD_00478,SELL_0102,66.65,22.22,2021-12-21 07:14:00
ORD_004265,4,PROD_00023,SELL_0226,30.47,38.42,2021-12-23 07:14:00
ORD_004266,1,PROD_00209,SELL_0239,27.33,69.02,2021-12-21 07:43:00
ORD_004267,1,PROD_00219,SELL_0159,53.96,42.46,2021-12-23 08:14:00
ORD_004268,1,PROD_00477,SELL_0143,66.61,64.96,2021-12-23 09:42:00
ORD_004268,2,PROD_00305,SELL_0006,69.29,16.28,2021-12-21 09:42:00
ORD_004268,3,PROD_00016,SELL_0182,102.09,66.94,2021-12-20 09:42:00
ORD_004269,1,PROD_00364,SELL_0332,234.34,28.04,2021-12-22 12:20:00
ORD_004270,1,PROD_00083,SELL_0066,15.54,13.59,2021-12-24 13:11:00
ORD_004271,1,PROD_00316,SELL_0075,113.51,44.02,2021-12-23 14:33:00
ORD_004271,2,PROD_00218,SELL_0171,13.46,61.88,2021-12-22 14:33:00
ORD_004272,1,PROD_00612,SELL_0322,17.82,24.08,2021-12-22 18:24:00
ORD_004272,2,PROD_00069,SELL_0031,8.63,54.37,2021-12-22 18:24:00
ORD_004272,3,PROD_00014,SELL_0321,96.91,13.91,2021-12-24 18:24:00
ORD_004272,4,PROD_00288,SELL_0026,24.77,23.14,2021-12-22 18:24:00
ORD_004273,1,PROD_00395,SELL_0254,9.63,37.03,2021-12-20 19:52:00
ORD_004274,1,PROD_00729,SELL_0058,128.27,15.23,2021-12-23 20:06:00
ORD_004274,2,PROD_00360,SELL_0346,34.63,65.42,2021-12-22 20:06:00
ORD_004274,3,PROD_00588,SELL_0054,38.54,65.17,2021-12-20 20:06:00
ORD_004275,1,PROD_00011,SELL_0326,25.58,19.08,2021-12-22 20:34:00
ORD_004276,1,PROD_00100,SELL_0204,151.62,72.44,2021-12-20 20:50:00
ORD_004277,1,PROD_00729,SELL_0398,116.82,32.84,2021-12-22 20:52:00
ORD_004278,1,PROD_00727,SELL_0390,239.81,60.73,2021-12-21 21:05:00
ORD_004279,1,PROD_00010,SELL_0203,303.42,18.34,2021-12-23 21:48:00
ORD_004280,1,PROD_00503,SELL_0005,76.86,77.44,2021-12-20 22:22:00
ORD_004281,1,PROD_00754,SELL_0269,150.36,34.27,2021-12-21 06:35:00
ORD_004281,2,PROD_00698,SELL_0295,62.73,29.92,2021-12-21 06:35:00
ORD_004281,3,PROD_00304,SELL_0104,95.09,58.43,2021-12-23 06:35:00
ORD_004281,4,PROD_00065,SELL_0206,351.58,79.64,2021-12-21 06:35:00
ORD_004282,1,PROD_00383,SELL_0358,79.9,42.74,2021-12-25 07:15:00
ORD_004282,2,PROD_00325,SELL_0378,18.13,74.05,2021-12-23 07:15:00
ORD_004282,3,PROD_00506,SELL_0351,134.28,38.22,2021-12-21 07:15:00
ORD_004283,1,PROD_00312,SELL_0141,34.75,75.55,2021-12-24 09:46:00
ORD_004283,2,PROD_00125,SELL_0324,12.28,60.67,2021-12-24 09:46:00
ORD_004284,1,PROD_00044,SELL_0344,47.8,37.83,2021-12-25 13:43:00
ORD_004285,1,PROD_00503,SELL_0085,75.52,61.0,2021-12-23 14:01:00
ORD_004286,1,PROD_00364,SELL_0209,202.02,35.67,2021-12-23 14:05:00
ORD_004287,1,PROD_00603,SELL_0220,94.76,18.44,2021-12-23 14:18:00
ORD_004288,1,PROD_00610,SELL_0185,27.91,25.35,2021-12-23 14:29:00
ORD_004288,2,PROD_00640,SELL_0103,198.31,9.37,2021-12-21 14:29:00
ORD_004289,1,PROD_00056,SELL_0344,27.41,37.19,2021-12-23 15:51:00
ORD_004289,2,PROD_00293,SELL_0287,29.67,79.8,2021-12-21 15:51:00
ORD_004289,3,PROD_00459,SELL_0040,83.15,5.83,2021-12-25 15:51:00
ORD_004289,4,PROD_00484,SELL_0379,108.09,5.0,2021-12-25 15:51:00
ORD_004289,5,PROD_00628,SELL_0107,104.73,54.94,2021-12-24 15:51:00
ORD_004290,1,PROD_00586,SELL_0196,27.8,67.08,2021-12-23 17:14:00
ORD_004290,2,PROD_00690,SELL_0140,34.65,12.64,2021-12-25 17:14:00
ORD_004290,3,PROD_00483,SELL_0244,59.33,53.83,2021-12-21 17:14:00
ORD_004291,1,PROD_00298,SELL_0314,48.0,26.04,2021-12-22 18:15:00
ORD_004291,2,PROD_00126,SELL_0124,56.89,33.53,2021-12-22 18:15:00
ORD_004292,1,PROD_00421,SELL_0021,109.05,39.53,2021-12-24 18:15:00
ORD_004292,2,PROD_00578,SELL_0317,78.82,13.77,2021-12-25 18:15:00
ORD_004292,3,PROD_00030,SELL_0029,41.78,58.67,2021-12-23 18:15:00
ORD_004293,1,PROD_00024,SELL_0034,38.09,64.69,2021-12-23 18:19:00
ORD_004293,2,PROD_00762,SELL_0276,40.57,21.08,2021-12-22 18:19:00
ORD_004294,1,PROD_00451,SELL_0020,151.78,16.26,2021-12-22 20:02:00
ORD_004295,1,PROD_00745,SELL_0209,89.96,76.45,2021-12-21 20:45:00
ORD_004295,2,PROD_00033,SELL_0074,15.96,74.21,2021-12-22 20:45:00
ORD_004296,1,PROD_00549,SELL_0119,208.36,65.89,2021-12-26 06:42:00
ORD_004297,1,PROD_00415,SELL_0066,31.95,77.66,2021-12-22 07:26:00
ORD_004297,2,PROD_00056,SELL_0153,28.55,21.41,2021-12-25 07:26:00
ORD_004297,3,PROD_00518,SELL_0298,25.86,53.03,2021-12-26 07:26:00
ORD_004298,1,PROD_00055,SELL_0030,58.29,30.05,2021-12-22 08:06:00
ORD_004299,1,PROD_00071,SELL_0113,33.35,75.73,2021-12-23 08:21:00
ORD_004300,1,PROD_00399,SELL_0163,34.58,44.47,2021-12-25 09:34:00
ORD_004300,2,PROD_00733,SELL_0238,104.47,63.68,2021-12-24 09:34:00
ORD_004301,1,PROD_00155,SELL_0024,30.98,31.53,2021-12-26 09:59:00
ORD_004302,1,PROD_00113,SELL_0067,23.01,16.02,2021-12-22 11:45:00
ORD_004303,1,PROD_00210,SELL_0070,76.46,41.22,2021-12-25 13:11:00
ORD_004303,2,PROD_00746,SELL_0117,38.23,16.37,2021-12-22 13:11:00
ORD_004303,3,PROD_00614,SELL_0032,77.78,62.29,2021-12-24 13:11:00
ORD_004303,4,PROD_00318,SELL_0197,170.21,33.89,2021-12-26 13:11:00
ORD_004303,5,PROD_00122,SELL_0072,51.19,51.38,2021-12-25 13:11:00
ORD_004304,1,PROD_00249,SELL_0039,122.61,68.75,2021-12-24 14:25:00
ORD_004305,1,PROD_00375,SELL_0202,103.54,48.16,2021-12-22 14:28:00
ORD_004306,1,PROD_00487,SELL_0052,129.29,78.56,2021-12-25 15:03:00
ORD_004307,1,PROD_00483,SELL_0357,50.58,10.31,2021-12-25 15:22:00
ORD_004308,1,PROD_00426,SELL_0067,119.49,36.33,2021-12-26 15:23:00
ORD_004308,2,PROD_00572,SELL_0067,223.23,72.99,2021-12-25 15:23:00
ORD_004309,1,PROD_00081,SELL_0139,123.76,31.59,2021-12-22 15:36:00
ORD_004309,2,PROD_00395,SELL_0239,10.83,60.14,2021-12-26 15:36:00
ORD_004310,1,PROD_00734,SELL_0232,15.53,70.28,2021-12-26 18:00:00
ORD_004311,1,PROD_00037,SELL_0087,65.29,73.95,2021-12-22 18:23:00
ORD_004312,1,PROD_00126,SELL_0338,57.1,31.87,2021-12-22 18:34:00
ORD_004312,2,PROD_00428,SELL_0056,18.95,46.45,2021-12-22 18:34:00
ORD_004313,1,PROD_00387,SELL_0037,30.78,60.29,2021-12-25 19:15:00
ORD_004314,1,PROD_00245,SELL_0157,69.25,70.75,2021-12-26 19:43:00
ORD_004315,1,PROD_00071,SELL_0255,30.26,35.13,2021-12-23 20:12:00
ORD_004316,1,PROD_00096,SELL_0338,80.51,19.62,2021-12-23 21:18:00
ORD_004316,2,PROD_00464,SELL_0295,47.51,46.06,2021-12-23 21:18:00
ORD_004317,1,PROD_00556,SELL_0400,254.43,58.91,2021-12-24 21:49:00
ORD_004317,2,PROD_00476,SELL_0151,15.31,71.48,2021-12-25 21:49:00
ORD_004317,3,PROD_00600,SELL_0396,181.52,31.78,2021-12-23 21:49:00
ORD_004318,1,PROD_00614,SELL_0246,64.59,21.32,2021-12-22 21:53:00
ORD_004319,1,PROD_00570,SELL_0219,112.64,54.44,2021-12-24 22:02:00
ORD_004319,2,PROD_00416,SELL_0181,33.65,56.78,2021-12-23 22:02:00
