geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
28031,-22.426853,-47.624128,Rio de Janeiro,SP
48900,-3.256638,-48.531542,Belo Horizonte,PA
84162,-16.133047,-47.911729,Belo Horizonte,GO
61440,-25.493711,-45.60994,Rio de Janeiro,SP
70778,-18.125778,-48.179651,Sao Paulo,GO
80338,-17.162841,-48.723795,Belo Horizonte,DF
58013,-14.759997,-39.011862,Sao Paulo,BA
25911,-9.069187,-36.379926,Belo Horizonte,PE
86357,-23.73802,-45.137757,Sao Paulo,RJ
90321,-18.405487,-44.14626,Rio de Janeiro,MG
61069,-20.143153,-43.306486,Curitiba,MG
62754,-2.792314,-47.084259,Sao Paulo,PA
24639,-27.050366,-49.620386,Curitiba,PR
28253,-2.735495,-38.866568,Sao Paulo,CE
20947,-2.037176,-48.041367,Sao Paulo,PA
40163,-18.518746,-43.204027,Belo Horizonte,MG
47882,-5.075433,-38.053517,Rio de Janeiro,CE
26683,-1.228862,-59.939594,Sao Paulo,AM
53305,-8.68971,-34.402047,Sao Paulo,PE
20672,-21.666042,-42.928721,Rio de Janeiro,MG
60202,-23.639311,-44.924541,Rio de Janeiro,RJ
52271,-14.993349,-49.316086,Belo Horizonte,DF
88707,-3.976363,-45.221596,Curitiba,MA
32985,-4.487414,-38.7171,Curitiba,CE
87583,-18.650485,-42.257079,Rio de Janeiro,MG
25276,-5.006236,-60.770337,Rio de Janeiro,AM
14124,-22.642205,-43.576804,Rio de Janeiro,RJ
31532,-2.325262,-40.103717,Sao Paulo,CE
29109,-6.954828,-34.514443,Belo Horizonte,PE
79357,-23.767803,-46.208163,Sao Paulo,SP
97192,0.431826,-50.197217,Sao Paulo,PA
72566,-28.336182,-48.215941,Sao Paulo,SC
54530,-1.946989,-45.92537,Rio de Janeiro,MA
29656,-24.833261,-48.280122,Sao Paulo,SP
50239,-7.767342,-33.327598,Curitiba,PE
27654,-21.775993,-47.217911,Sao Paulo,SP
29394,-16.672663,-49.777921,Sao Paulo,DF
71733,-3.444177,-61.982316,Rio de Janeiro,AM
26658,-22.159236,-46.688265,Sao Paulo,SP
13428,-1.824844,-39.562384,Sao Paulo,CE
87013,-12.977664,-37.258438,Sao Paulo,BA
34527,-31.148883,-51.566139,Rio de Janeiro,RS
23999,-1.067858,-43.560449,Belo Horizonte,MA
81308,-3.12163,-38.245616,Sao Paulo,CE
17408,-2.425459,-44.396071,Sao Paulo,MA
97570,-14.539971,-39.041942,Rio de Janeiro,BA
78448,-8.070229,-33.006866,Rio de Janeiro,PE
66263,-23.571673,-44.313697,Belo Horizonte,RJ
71119,-5.619748,-38.671314,Belo Horizonte,CE
98298,-21.453311,-39.796555,Rio de Janeiro,ES
48844,-16.450878,-48.999807,Sao Paulo,GO
54466,-13.155738,-37.715852,Rio de Janeiro,BA
56630,-15.312532,-46.82918,Belo Horizonte,DF
57382,-29.111818,-52.769433,Curitiba,RS
58942,-1.205208,-61.133089,Belo Horizonte,AM
46952,-11.967584,-37.385611,Rio de Janeiro,BA
83582,-27.373139,-50.111432,Rio de Janeiro,SC
42909,-14.324621,-36.730924,Curitiba,BA
69285,-2.649345,-44.841801,Rio de Janeiro,MA
43331,-2.505205,-39.665515,Rio de Janeiro,CE
79516,-2.373264,-44.205272,Curitiba,MA
90341,-18.558602,-49.090957,Curitiba,GO
17482,-3.13806,-59.274599,Curitiba,AM
65895,-2.502456,-37.017794,Rio de Janeiro,CE
71860,-4.469372,-61.349736,Curitiba,AM
11971,-14.207814,-49.682591,Belo Horizonte,DF
43348,-2.972722,-38.149269,Belo Horizonte,CE
10296,-19.654039,-38.428058,Curitiba,ES
78605,-8.743694,-34.105544,Rio de Janeiro,PE
14819,-21.34333,-41.804728,Curitiba,RJ
44055,-25.167423,-48.083548,Sao Paulo,PR
38239,-22.984638,-44.370132,Curitiba,RJ
35972,-5.152593,-39.347666,Belo Horizonte,CE
35779,-24.648915,-44.073819,Sao Paulo,RJ
98913,-30.877318,-50.829925,Curitiba,RS
25798,-24.043169,-48.787346,Curitiba,PR
69298,0.012136,-49.002806,Rio de Janeiro,PA
77101,-25.428286,-48.421869,Sao Paulo,SP
49929,-21.127471,-44.392511,Sao Paulo,RJ
33020,-30.882621,-52.937276,Rio de Janeiro,RS
85864,-23.562436,-47.52927,Belo Horizonte,PR
84756,-15.721597,-48.206075,Belo Horizonte,DF
87740,-9.460939,-33.559816,Curitiba,PE
16131,-3.851076,-36.941405,Curitiba,CE
83338,-16.668221,-51.107592,Sao Paulo,GO
72663,-24.471966,-41.568276,Belo Horizonte,RJ
33578,-15.486162,-46.437496,Curitiba,DF
77756,-25.362344,-44.975414,Sao Paulo,SP
63643,-23.582447,-47.30877,Rio de Janeiro,SP
39131,-14.78862,-37.205571,Belo Horizonte,BA
30698,-27.541477,-48.70724,Sao Paulo,SC
70123,-19.697503,-41.273518,Belo Horizonte,ES
27007,-13.987068,-49.152054,Sao Paulo,DF
26216,-21.649572,-45.979243,Sao Paulo,SP
93179,-2.147604,-37.424883,Curitiba,CE
83096,-3.383769,-43.103189,Sao Paulo,MA
75557,-14.645716,-40.106429,Sao Paulo,BA
70509,-20.12498,-38.392467,Sao Paulo,ES
50751,-22.886769,-48.053111,Belo Horizonte,SP
12854,-0.956946,-43.579911,Curitiba,MA
64103,-21.945213,-45.685192,Curitiba,SP
39817,-31.782157,-51.54983,Curitiba,RS
78370,-2.479551,-49.092604,Sao Paulo,PA
36351,-24.270793,-44.835829,Belo Horizonte,SP
97541,-24.293956,-43.666159,Curitiba,RJ
62145,-23.73627,-50.769297,Curitiba,PR
17408,-4.33404,-58.956919,Sao Paulo,AM
57466,-3.248038,-61.971274,Rio de Janeiro,AM
27725,-2.5685,-44.582797,Curitiba,MA
62283,-14.811822,-48.763882,Sao Paulo,DF
71022,-18.471872,-50.197083,Belo Horizonte,GO
57038,-21.621346,-47.22986,Rio de Janeiro,SP
46413,-12.184284,-39.47428,Rio de Janeiro,BA
75572,-4.505938,-59.079263,Belo Horizonte,AM
73955,-1.76853,-58.137649,Sao Paulo,AM
44293,-4.305593,-38.684131,Sao Paulo,CE
70920,-16.239186,-48.006974,Sao Paulo,GO
12037,0.156606,-47.272918,Belo Horizonte,PA
75791,-17.439218,-48.688334,Curitiba,DF
64048,-29.850642,-51.827783,Sao Paulo,RS
68484,-1.468718,-59.894798,Rio de Janeiro,AM
51669,-26.828172,-48.627102,Curitiba,PR
70291,-23.918757,-45.322635,Curitiba,SP
55762,-6.625219,-33.708529,Rio de Janeiro,PE
15699,-4.365922,-45.631762,Curitiba,MA
34451,-15.676501,-49.310351,Belo Horizonte,GO
58177,-15.647009,-49.515676,Rio de Janeiro,GO
24691,-24.428866,-48.017417,Rio de Janeiro,SP
12303,-27.167703,-48.347018,Curitiba,SC
53424,-4.052707,-60.973291,Rio de Janeiro,AM
74427,-15.211768,-49.534509,Belo Horizonte,DF
70710,-11.190766,-38.084323,Sao Paulo,BA
45469,-23.331169,-48.200264,Rio de Janeiro,SP
75023,-18.3811,-50.088435,Belo Horizonte,GO
99349,-0.035401,-47.32582,Belo Horizonte,PA
19164,-19.657694,-43.023915,Rio de Janeiro,MG
48191,-23.459819,-50.51976,Curitiba,PR
31299,-11.989966,-37.975934,Sao Paulo,BA
39238,-14.804754,-51.154479,Sao Paulo,GO
81131,-18.05994,-50.740128,Sao Paulo,GO
64317,-26.745183,-48.408472,Belo Horizonte,PR
74489,-17.030415,-47.40591,Curitiba,DF
92980,-23.45615,-46.903988,Rio de Janeiro,SP
89193,-3.919746,-38.86442,Sao Paulo,CE
68999,-28.086503,-49.277315,Belo Horizonte,RS
94629,-30.765907,-52.336835,Sao Paulo,RS
40951,-14.177523,-38.465347,Sao Paulo,BA
99711,-2.517877,-38.560147,Sao Paulo,CE
89069,-14.747105,-47.490978,Sao Paulo,GO
60445,-28.91155,-49.90558,Rio de Janeiro,RS
71093,-11.843351,-37.139129,Belo Horizonte,BA
70746,-16.768144,-48.10517,Curitiba,DF
46284,-24.096503,-42.817295,Rio de Janeiro,RJ
89522,-3.829412,-59.085724,Rio de Janeiro,AM
61470,-14.828569,-46.207357,Sao Paulo,DF
93329,-25.912537,-49.945132,Curitiba,SC
39018,-17.006794,-47.138172,Sao Paulo,DF
50013,-1.243027,-61.651975,Belo Horizonte,AM
72931,-13.008904,-36.593246,Curitiba,BA
24068,-22.937486,-44.775705,Sao Paulo,RJ
68612,-22.395032,-45.523374,Sao Paulo,SP
23095,-4.536096,-37.34727,Sao Paulo,CE
99348,-23.806667,-47.633794,Belo Horizonte,SP
74592,-9.661349,-35.455967,Rio de Janeiro,PE
24606,-22.584536,-45.707531,Belo Horizonte,SP
94681,-11.890187,-36.775501,Curitiba,BA
86938,-27.666076,-48.380713,Curitiba,SC
83948,-2.610827,-59.788935,Curitiba,AM
56675,0.391647,-49.855253,Rio de Janeiro,PA
10506,-26.448215,-50.149469,Rio de Janeiro,SC
87360,-16.703209,-49.868994,Belo Horizonte,DF
31162,-2.249765,-49.447231,Belo Horizonte,PA
83135,-27.921222,-50.165433,Sao Paulo,SC
65526,-31.490134,-53.143905,Belo Horizonte,RS
43376,-18.422926,-44.549743,Curitiba,MG
26484,-22.540422,-45.568804,Belo Horizonte,SP
65117,-21.831259,-46.719082,Belo Horizonte,SP
50175,-3.432348,-45.789832,Curitiba,MA
80979,-22.65015,-42.932445,Curitiba,RJ
72269,-4.19006,-45.664502,Rio de Janeiro,MA
20747,-27.160676,-47.223025,Rio de Janeiro,SC
40078,-31.032725,-49.561636,Curitiba,RS
86293,-21.167251,-41.734554,Belo Horizonte,ES
99145,-22.646353,-42.50413,Belo Horizonte,RJ
11107,-17.489671,-49.073336,Rio de Janeiro,GO
32707,-16.304537,-49.274328,Curitiba,GO
66381,-29.209163,-48.40867,Sao Paulo,SC
84221,-14.162336,-49.50297,Curitiba,DF
35973,-1.868964,-38.018789,Curitiba,CE
70038,-11.855058,-39.070456,Sao Paulo,BA
99859,-1.445656,-45.140832,Rio de Janeiro,MA
53106,-0.745644,-49.710326,Sao Paulo,PA
82769,-19.031594,-43.961943,Curitiba,MG
24403,-20.761766,-38.47185,Rio de Janeiro,ES
51729,-8.425913,-36.420874,Rio de Janeiro,PE
50776,-3.267159,-48.823839,Sao Paulo,PA
28256,-5.137916,-37.699594,Curitiba,CE
84511,-14.464226,-38.086121,Sao Paulo,BA
40179,-15.644618,-49.039034,Sao Paulo,DF
99618,-15.765675,-48.285472,Belo Horizonte,DF
33553,-21.494535,-41.41233,Rio de Janeiro,ES
39448,-4.117746,-43.969147,Curitiba,MA
16912,-11.558441,-36.632034,Belo Horizonte,BA
66972,-19.637632,-39.27078,Sao Paulo,ES
33045,-4.662874,-36.822724,Belo Horizonte,CE
47218,-28.415051,-51.34382,Rio de Janeiro,RS
12909,-13.325916,-39.238653,Belo Horizonte,BA
90274,-16.262833,-47.620302,Belo Horizonte,DF
46222,-14.1176,-47.962969,Sao Paulo,DF
84017,-26.215019,-50.962597,Belo Horizonte,PR
57096,-28.413382,-47.278128,Rio de Janeiro,SC
83723,-26.519963,-50.568704,Sao Paulo,PR
79442,0.277909,-49.892086,Sao Paulo,PA
59089,-1.80698,-42.830289,Curitiba,MA
81468,-7.038028,-33.552774,Rio de Janeiro,PE
39746,-0.382845,-48.186491,Sao Paulo,PA
85493,-20.69607,-44.455926,Belo Horizonte,MG
80555,-29.35011,-48.162898,Belo Horizonte,SC
52293,-4.160935,-43.796667,Rio de Janeiro,MA
17875,-20.039226,-41.45136,Curitiba,ES
32488,-28.710456,-49.759634,Belo Horizonte,RS
51239,-5.581597,-39.088222,Belo Horizonte,CE
38711,-7.526228,-34.74553,Curitiba,PE
76641,-1.406461,-46.539127,Sao Paulo,PA
88161,-13.388517,-37.2477,Sao Paulo,BA
86892,-2.874491,-58.992309,Rio de Janeiro,AM
11322,-23.626411,-43.921905,Belo Horizonte,RJ
25307,-28.843935,-53.108419,Rio de Janeiro,RS
96083,-24.712502,-41.794709,Curitiba,RJ
46941,-18.488116,-44.532581,Sao Paulo,MG
94570,-16.70939,-48.011555,Sao Paulo,DF
49341,-21.274,-43.15404,Rio de Janeiro,MG
45190,-22.612235,-47.84507,Sao Paulo,SP
83005,-4.424725,-43.479864,Sao Paulo,MA
26911,-29.438264,-51.986261,Curitiba,RS
21526,-1.997232,-58.295375,Curitiba,AM
23389,-17.702093,-49.144719,Curitiba,DF
91524,-21.081912,-42.028105,Belo Horizonte,MG
52553,-30.800332,-50.19501,Belo Horizonte,RS
60948,-13.572706,-39.187088,Curitiba,BA
80521,-24.544859,-44.680659,Rio de Janeiro,RJ
24539,-21.957619,-44.410986,Curitiba,RJ
66742,-20.990791,-41.613033,Curitiba,RJ
37985,-23.365189,-45.177798,Belo Horizonte,SP
76204,-24.381003,-47.735719,Belo Horizonte,SP
59098,-18.950037,-44.015841,Curitiba,MG
91818,-25.843454,-48.711487,Rio de Janeiro,PR
86181,-18.95391,-44.590769,Sao Paulo,MG
18949,-3.715711,-60.602313,Sao Paulo,AM
91823,-13.997945,-47.063712,Rio de Janeiro,DF
11529,-21.289255,-44.813142,Rio de Janeiro,RJ
58578,-19.949712,-42.475584,Sao Paulo,MG
53084,-30.079593,-49.934972,Belo Horizonte,RS
44602,-14.374028,-37.859953,Curitiba,BA
91253,-24.035834,-42.856075,Belo Horizonte,RJ
82229,-11.233503,-37.224196,Curitiba,BA
93387,-22.096486,-47.128933,Curitiba,SP
45118,-13.588091,-39.486873,Sao Paulo,BA
83498,-23.712528,-42.42889,Curitiba,RJ
68615,-18.176806,-42.789167,Curitiba,MG
72033,-21.500519,-41.484542,Belo Horizonte,ES
84457,-3.473047,-58.062787,Belo Horizonte,AM
75033,-17.448142,-48.537973,Rio de Janeiro,DF
29213,-9.353697,-36.278326,Curitiba,PE
60982,-11.665093,-36.686624,Sao Paulo,BA
89539,-3.877333,-39.528996,Rio de Janeiro,CE
27543,-16.198412,-47.982406,Belo Horizonte,DF
52771,-6.644756,-35.233995,Rio de Janeiro,PE
20034,-21.431393,-40.610069,Sao Paulo,ES
98030,-17.379484,-48.960568,Curitiba,GO
10346,-22.210527,-40.591969,Curitiba,ES
33752,-3.357741,-36.670273,Sao Paulo,CE
17493,-12.904112,-40.378085,Belo Horizonte,BA
64303,-2.550748,-43.643774,Belo Horizonte,MA
67832,-0.855769,-44.52054,Curitiba,MA
23782,-23.78552,-46.276802,Belo Horizonte,SP
62269,-3.196076,-50.412163,Curitiba,PA
20707,-4.680993,-38.255369,Rio de Janeiro,CE
82499,-29.389123,-46.758427,Sao Paulo,SC
46110,0.255763,-47.576422,Belo Horizonte,PA
37268,-4.238688,-58.270155,Rio de Janeiro,AM
90763,0.495898,-47.086065,Rio de Janeiro,PA
98212,-21.38022,-41.679409,Belo Horizonte,RJ
21395,-21.418184,-44.109736,Curitiba,MG
89690,-21.224349,-39.243726,Sao Paulo,ES
46128,-31.496558,-50.250391,Curitiba,RS
89843,-3.002612,-60.803689,Belo Horizonte,AM
98327,-12.2652,-40.344973,Sao Paulo,BA
14882,-18.663888,-50.973396,Rio de Janeiro,GO
90622,-15.706156,-46.319,Curitiba,DF
95548,-22.964747,-42.078112,Sao Paulo,RJ
50567,-11.913978,-37.210426,Curitiba,BA
74887,-3.06558,-45.891937,Sao Paulo,MA
59164,-22.055626,-41.408751,Belo Horizonte,ES
69042,-21.563744,-43.999971,Belo Horizonte,RJ
85052,-2.537311,-49.212623,Rio de Janeiro,PA
44098,-2.580557,-42.977605,Rio de Janeiro,MA
47220,-25.179406,-50.618983,Curitiba,PR
58842,-29.124893,-48.845932,Belo Horizonte,SC
16085,-24.452695,-43.907996,Belo Horizonte,RJ
33802,-2.447376,-39.403562,Curitiba,CE
18702,-24.774578,-46.253006,Belo Horizonte,SP
73182,-25.850075,-49.292695,Belo Horizonte,SC
18910,-24.271161,-45.436003,Rio de Janeiro,SP
39879,-7.556552,-36.49229,Curitiba,PE
75891,-21.883552,-47.586278,Sao Paulo,SP
30457,-22.269743,-39.800238,Rio de Janeiro,ES
41456,-16.458593,-48.409837,Belo Horizonte,GO
50688,-23.59784,-42.03744,Rio de Janeiro,RJ
18189,-15.685269,-47.674933,Sao Paulo,DF
56490,-23.520118,-47.920545,Rio de Janeiro,PR
29292,-24.400694,-46.056167,Belo Horizonte,SP
81983,-15.091647,-48.611539,Rio de Janeiro,DF
18201,-5.020113,-39.630704,Curitiba,CE
33755,-16.914293,-48.780725,Sao Paulo,GO
82244,-31.777958,-52.022936,Curitiba,RS
68717,-26.728252,-47.595331,Rio de Janeiro,SC
77831,-1.895181,-38.211815,Belo Horizonte,CE
67611,-7.232443,-34.094189,Sao Paulo,PE
32091,-1.636611,-44.298005,Belo Horizonte,MA
49843,-6.103983,-34.212549,Curitiba,PE
70895,-21.857882,-39.278681,Curitiba,ES
39578,-2.263101,-60.677397,Curitiba,AM
76191,0.048353,-48.570485,Curitiba,PA
73834,-23.080774,-44.851473,Curitiba,SP
30480,-3.300805,-37.401724,Belo Horizonte,CE
72189,-18.959278,-43.986721,Belo Horizonte,MG
67176,-3.275348,-61.026989,Belo Horizonte,AM
40552,-20.622503,-41.970502,Rio de Janeiro,ES
48279,-29.461649,-52.30422,Rio de Janeiro,RS
18638,0.039699,-50.094632,Belo Horizonte,PA
85833,-21.270995,-45.829247,Curitiba,MG
33049,-23.85796,-44.541452,Rio de Janeiro,RJ
53092,-17.21044,-48.002421,Curitiba,DF
34874,-9.721667,-35.71791,Belo Horizonte,PE
71702,-3.810473,-39.128858,Curitiba,CE
61460,-29.543665,-51.789493,Curitiba,RS
55954,-14.316617,-36.869325,Belo Horizonte,BA
89359,-3.749066,-36.871549,Curitiba,CE
68097,-25.373253,-49.805525,Sao Paulo,PR
96077,-2.175871,-61.858491,Rio de Janeiro,AM
54364,-30.224629,-52.66457,Curitiba,RS
29791,-17.525106,-47.875519,Sao Paulo,GO
84407,-20.89576,-44.212682,Rio de Janeiro,MG
65111,-2.6289,-48.372362,Rio de Janeiro,PA
14845,-9.620983,-34.483267,Sao Paulo,PE
34401,-1.9725,-45.317975,Belo Horizonte,MA
84251,-8.8444,-33.394871,Sao Paulo,PE
12053,-2.639817,-44.642336,Belo Horizonte,MA
31289,-25.247407,-48.558905,Rio de Janeiro,PR
23530,-15.850405,-48.278777,Rio de Janeiro,GO
21172,-2.496922,-48.949716,Sao Paulo,PA
86669,-1.417875,-60.07914,Sao Paulo,AM
11956,-17.455788,-48.678848,Rio de Janeiro,DF
85257,-14.13467,-49.914045,Belo Horizonte,DF
35193,-21.605597,-43.855475,Belo Horizonte,MG
56251,-21.680401,-41.659466,Rio de Janeiro,RJ
90480,-0.156502,-49.926272,Rio de Janeiro,PA
93132,-14.313446,-36.896183,Sao Paulo,BA
84348,-24.593901,-47.732664,Rio de Janeiro,PR
38714,-7.074271,-36.804109,Rio de Janeiro,PE
85224,-18.207549,-42.481643,Rio de Janeiro,MG
84977,-19.303919,-44.893529,Sao Paulo,MG
62140,-24.752686,-47.672896,Rio de Janeiro,SP
66769,-31.285272,-49.772811,Sao Paulo,RS
95301,-2.25987,-40.271021,Curitiba,CE
11019,-30.92521,-49.816078,Curitiba,RS
98108,-12.215321,-38.036066,Sao Paulo,BA
76824,-0.419725,-47.312913,Curitiba,PA
80674,-16.476831,-47.595956,Curitiba,GO
12720,-0.626177,-50.117255,Rio de Janeiro,PA
70660,-28.378288,-48.049245,Curitiba,SC
78848,-21.609823,-41.524015,Rio de Janeiro,RJ
65415,-1.758698,-40.067794,Curitiba,CE
82771,-24.557582,-45.145894,Curitiba,RJ
98470,-2.143684,-36.870668,Sao Paulo,CE
91108,-28.930978,-52.495191,Curitiba,RS
75437,-1.128014,-59.568747,Curitiba,AM
21003,-1.612765,-60.723929,Curitiba,AM
87032,-19.815791,-40.419192,Sao Paulo,ES
20905,-0.453247,-46.732191,Belo Horizonte,PA
67721,-0.577983,-48.92348,Sao Paulo,PA
80154,-1.202023,-61.719189,Rio de Janeiro,AM
15780,-13.075077,-39.062135,Rio de Janeiro,BA
51296,-1.307493,-43.810187,Curitiba,MA
49826,-3.083773,-48.459082,Sao Paulo,PA
24436,-18.71339,-43.573727,Curitiba,MG
51777,-2.101997,-49.33007,Sao Paulo,PA
96076,-25.789095,-49.994356,Curitiba,SC
89512,-0.816825,-46.536201,Sao Paulo,PA
96155,-24.866629,-47.928421,Belo Horizonte,SP
43124,-15.078428,-49.055365,Belo Horizonte,DF
14489,-21.662246,-44.354726,Curitiba,MG
97905,-4.223667,-44.684693,Rio de Janeiro,MA
71202,-18.754823,-40.55847,Belo Horizonte,ES
27358,-23.356001,-46.976523,Sao Paulo,SP
73791,-31.159168,-52.104341,Rio de Janeiro,RS
99484,-21.740023,-42.015314,Belo Horizonte,MG
90442,-26.488164,-50.171657,Belo Horizonte,SC
28013,-26.26998,-49.699817,Rio de Janeiro,SC
13728,-4.57197,-39.235177,Sao Paulo,CE
50564,-19.745897,-38.478545,Sao Paulo,ES
51497,-24.194417,-48.852936,Rio de Janeiro,PR
74025,-25.735794,-48.096089,Curitiba,PR
10823,-4.594939,-60.955407,Curitiba,AM
56334,-2.320729,-37.284403,Sao Paulo,CE
22630,-27.755781,-47.975719,Rio de Janeiro,SC
86890,-22.553982,-48.440668,Rio de Janeiro,SP
29084,-25.605942,-49.35198,Sao Paulo,PR
93351,-22.143118,-47.844102,Belo Horizonte,SP
21434,-5.071131,-38.425324,Curitiba,CE
36759,-3.143365,-40.260436,Curitiba,CE
94436,-23.700124,-48.193653,Sao Paulo,SP
21560,-17.302823,-48.789637,Sao Paulo,GO
96046,-18.533917,-40.391026,Sao Paulo,ES
98232,-31.036491,-50.077467,Sao Paulo,RS
86441,-28.597162,-46.898224,Curitiba,SC
48249,-4.135357,-59.877244,Sao Paulo,AM
75966,-16.309719,-48.998403,Rio de Janeiro,DF
69275,-11.151278,-37.879747,Curitiba,BA
66500,-13.624331,-38.018262,Belo Horizonte,BA
94747,-18.475435,-50.069596,Sao Paulo,GO
32645,-24.676171,-47.234419,Rio de Janeiro,SP
71962,-25.533287,-50.355575,Curitiba,PR
69881,-15.60753,-46.663438,Curitiba,DF
80415,-4.228143,-36.844041,Curitiba,CE
96994,-7.840678,-36.646688,Sao Paulo,PE
70393,-20.725755,-43.976046,Belo Horizonte,MG
99192,-20.743288,-44.391439,Sao Paulo,MG
81572,-29.210598,-50.035503,Belo Horizonte,RS
78223,-21.301954,-39.65472,Rio de Janeiro,ES
93150,-18.140502,-50.266078,Curitiba,GO
61537,-4.029922,-43.293417,Rio de Janeiro,MA
70937,-14.333017,-37.978092,Rio de Janeiro,BA
26549,-26.434388,-47.84756,Curitiba,SC
89206,-25.404006,-49.049664,Rio de Janeiro,PR
70492,-27.169427,-48.664109,Belo Horizonte,SC
61543,-3.121032,-59.095692,Rio de Janeiro,AM
71888,-22.813091,-43.014593,Curitiba,RJ
49382,-27.004548,-47.843103,Sao Paulo,SC
58834,-25.489586,-50.396073,Sao Paulo,PR
53110,-28.554657,-50.438323,Belo Horizonte,RS
79468,-4.14773,-61.354135,Curitiba,AM
79000,-28.19275,-48.465811,Curitiba,SC
50211,-23.587496,-47.467329,Belo Horizonte,PR
83694,-16.995992,-50.25556,Rio de Janeiro,GO
75903,-15.046397,-48.208756,Curitiba,DF
36095,-29.526333,-50.166747,Curitiba,SC
70734,-25.863973,-48.659222,Sao Paulo,PR
26019,-14.62851,-37.013925,Curitiba,BA
99675,-12.480623,-39.528741,Sao Paulo,BA
77001,-27.275203,-47.428608,Belo Horizonte,SC
54278,-20.404253,-40.994519,Rio de Janeiro,ES
45667,-23.789107,-49.446623,Rio de Janeiro,PR
27394,-16.443086,-48.067915,Curitiba,GO
41002,-27.705734,-49.963162,Sao Paulo,SC
58583,-24.933917,-50.76562,Curitiba,PR
86008,-17.402294,-50.793807,Curitiba,GO
17353,-23.736518,-50.97842,Belo Horizonte,PR
25281,-25.10763,-47.386485,Curitiba,PR
42277,-17.447513,-48.410965,Rio de Janeiro,GO
64971,-25.265675,-50.193059,Curitiba,PR
30950,-1.391617,-46.167103,Belo Horizonte,MA
85871,-24.530075,-48.222374,Belo Horizonte,SP
14442,-14.506783,-48.302496,Curitiba,DF
45735,-5.375483,-36.658093,Rio de Janeiro,CE
58634,-4.103149,-40.263849,Sao Paulo,CE
53393,-16.275251,-48.471542,Sao Paulo,DF
96397,-9.524968,-33.994077,Sao Paulo,PE
11001,-1.716157,-58.732707,Rio de Janeiro,AM
70276,-28.448915,-50.001685,Sao Paulo,SC
23224,-21.281433,-43.691124,Rio de Janeiro,RJ
48098,-14.777977,-48.851276,Rio de Janeiro,DF
38044,-17.129213,-50.315699,Curitiba,GO
91415,-1.672231,-50.363845,Sao Paulo,PA
22990,-28.391025,-50.164263,Belo Horizonte,SC
53417,-22.391919,-44.782181,Curitiba,RJ
45832,-12.98372,-37.472323,Rio de Janeiro,BA
90163,-30.942398,-51.91858,Belo Horizonte,RS
12079,-1.023939,-49.937056,Rio de Janeiro,PA
44605,-20.753533,-42.473812,Curitiba,MG
56282,-19.166181,-41.366708,Sao Paulo,ES
78605,-1.69987,-45.726627,Rio de Janeiro,MA
71136,-4.017104,-39.988842,Belo Horizonte,CE
79563,-1.690009,-50.256966,Belo Horizonte,PA
44707,-1.063866,-43.55897,Rio de Janeiro,MA
31040,-23.435683,-43.605883,Sao Paulo,RJ
30302,-2.056326,-36.828364,Belo Horizonte,CE
73694,-26.839238,-48.61256,Sao Paulo,SC
77113,-19.61147,-44.356172,Sao Paulo,MG
69082,-18.1237,-49.210755,Rio de Janeiro,GO
70751,-1.102854,-45.353955,Rio de Janeiro,MA
98354,-15.894528,-48.722526,Sao Paulo,DF
23887,-3.409489,-62.019196,Curitiba,AM
17517,-18.82365,-38.816465,Curitiba,ES
44384,-3.150135,-38.586982,Curitiba,CE
43769,-21.461012,-41.83482,Sao Paulo,RJ
41142,-26.656025,-47.893715,Rio de Janeiro,PR
20367,-19.261318,-42.314998,Rio de Janeiro,ES
94545,-14.921115,-50.599429,Belo Horizonte,GO
72830,-20.250988,-38.77866,Belo Horizonte,ES
24046,-21.144379,-44.248247,Curitiba,RJ
57884,-2.68387,-39.111264,Rio de Janeiro,CE
19031,-15.996733,-47.133993,Rio de Janeiro,DF
41776,-11.684455,-38.287672,Rio de Janeiro,BA
40166,-15.91778,-50.673762,Curitiba,GO
76575,-2.556868,-43.013233,Sao Paulo,MA
72180,-14.370845,-47.098137,Belo Horizonte,DF
66020,-18.060908,-49.034007,Rio de Janeiro,GO
60218,-24.703138,-41.54974,Sao Paulo,RJ
34647,-21.589582,-40.995179,Rio de Janeiro,ES
82099,-24.628477,-48.175038,Sao Paulo,PR
38944,-20.113547,-44.14508,Belo Horizonte,MG
66754,-23.24587,-43.074153,Sao Paulo,RJ
58246,-13.86507,-46.85124,Sao Paulo,DF
83515,-21.333331,-44.942774,Rio de Janeiro,MG
83852,-13.950178,-48.028607,Rio de Janeiro,DF
24320,-26.660881,-50.072011,Curitiba,SC
39689,-22.104521,-44.852797,Rio de Janeiro,RJ
95599,-2.644215,-38.705019,Rio de Janeiro,CE
67125,-18.962283,-44.173492,Rio de Janeiro,MG
42999,-24.301757,-44.801138,Curitiba,RJ
15582,-3.369148,-61.82503,Belo Horizonte,AM
11761,-1.801038,-42.465937,Belo Horizonte,MA
35060,-21.188037,-42.851922,Curitiba,RJ
26218,-7.76591,-34.616041,Belo Horizonte,PE
55403,-1.491362,-61.824408,Sao Paulo,AM
72174,-12.370348,-38.648505,Curitiba,BA
75633,-13.995862,-48.906097,Belo Horizonte,DF
53440,-16.714557,-46.861257,Curitiba,DF
82895,-23.180351,-43.737129,Sao Paulo,RJ
