order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_003575,1,boleto,2,91.86
ORD_003576,1,credit_card,3,339.6
ORD_003577,1,voucher,2,246.5
ORD_003578,1,boleto,6,167.56
ORD_003579,1,voucher,1,261.94
ORD_003580,1,boleto,3,230.59
ORD_003581,1,debit_card,6,507.18
ORD_003582,1,debit_card,1,86.41
ORD_003583,1,voucher,1,220.36
ORD_003584,1,credit_card,3,205.53
ORD_003585,1,voucher,1,365.63
ORD_003586,1,voucher,2,173.88
ORD_003587,1,credit_card,6,1233.42
ORD_003588,1,boleto,6,280.84
ORD_003589,1,credit_card,2,290.02
ORD_003590,1,debit_card,1,339.77
ORD_003591,1,debit_card,2,128.73
ORD_003592,1,credit_card,3,289.0
ORD_003593,1,voucher,2,129.41
ORD_003594,1,boleto,1,99.5
ORD_003595,1,boleto,1,302.66
ORD_003596,1,boleto,3,122.97
ORD_003597,1,debit_card,3,99.03
ORD_003598,1,debit_card,2,195.61
ORD_003599,1,credit_card,12,212.19
ORD_003600,1,debit_card,6,71.31
ORD_003601,1,boleto,1,66.2
ORD_003602,1,voucher,1,330.54
ORD_003603,1,credit_card,12,37.32
ORD_003604,1,voucher,1,206.84
ORD_003605,1,credit_card,12,281.48
ORD_003606,1,credit_card,1,290.1
ORD_003607,1,debit_card,1,311.37
ORD_003608,1,voucher,1,87.64
ORD_003609,1,credit_card,12,86.29
ORD_003610,1,debit_card,3,88.76
ORD_003611,1,debit_card,2,34.87
ORD_003612,1,boleto,3,193.0
ORD_003613,1,boleto,2,323.26
ORD_003614,1,debit_card,1,88.58
ORD_003615,1,credit_card,2,945.11
ORD_003616,1,credit_card,1,133.0
ORD_003617,1,voucher,6,207.08
ORD_003618,1,credit_card,1,136.88
ORD_003619,1,credit_card,2,104.39
ORD_003620,1,boleto,1,288.13
ORD_003621,1,debit_card,1,393.46
ORD_003622,1,debit_card,1,647.1
ORD_003623,1,voucher,1,116.39
ORD_003624,1,boleto,6,85.16
ORD_003625,1,voucher,1,251.46
ORD_003626,1,debit_card,3,170.73
ORD_003627,1,boleto,2,35.48
ORD_003628,1,credit_card,1,110.62
ORD_003629,1,credit_card,1,89.97
ORD_003630,1,voucher,2,151.99
ORD_003631,1,boleto,2,181.17
ORD_003632,1,debit_card,1,270.18
ORD_003633,1,voucher,12,93.63
ORD_003634,1,debit_card,1,410.83
ORD_003635,1,debit_card,6,261.9
ORD_003636,1,boleto,6,42.63
ORD_003637,1,boleto,6,119.06
ORD_003638,1,credit_card,1,183.57
ORD_003639,1,debit_card,2,59.38
ORD_003640,1,boleto,1,43.85
ORD_003641,1,debit_card,3,318.78
ORD_003642,1,debit_card,1,512.84
ORD_003643,1,credit_card,1,131.12
ORD_003644,1,boleto,1,164.71
ORD_003645,1,credit_card,12,679.44
ORD_003646,1,boleto,1,191.28
ORD_003647,1,boleto,1,176.67
ORD_003648,1,credit_card,3,135.54
ORD_003649,1,credit_card,1,293.99
ORD_003650,1,voucher,2,161.39
ORD_003651,1,voucher,6,52.1
ORD_003652,1,voucher,1,302.25
ORD_003653,1,voucher,1,339.38
ORD_003654,1,debit_card,1,97.52
ORD_003655,1,voucher,3,331.4
ORD_003656,1,credit_card,12,50.99
ORD_003657,1,boleto,1,85.49
ORD_003658,1,debit_card,2,598.36
ORD_003659,1,voucher,1,939.28
ORD_003660,1,boleto,1,400.63
ORD_003661,1,debit_card,2,280.42
ORD_003662,1,boleto,3,239.4
ORD_003663,1,debit_card,2,118.6
ORD_003664,1,voucher,6,57.83
ORD_003665,1,debit_card,1,105.88
ORD_003666,1,debit_card,6,245.31
ORD_003667,1,voucher,6,190.54
ORD_003668,1,boleto,2,55.97
ORD_003669,1,credit_card,1,93.47
ORD_003670,1,debit_card,2,179.75
ORD_003671,1,debit_card,2,87.55
ORD_003672,1,boleto,6,146.61
ORD_003673,1,debit_card,6,413.5
ORD_003674,1,boleto,1,33.18
ORD_003675,1,debit_card,2,173.36
ORD_003676,1,debit_card,6,83.07
ORD_003677,1,credit_card,2,107.4
ORD_003678,1,credit_card,3,134.61
ORD_003679,1,boleto,12,72.58
ORD_003680,1,credit_card,6,536.86
ORD_003681,1,boleto,1,40.28
ORD_003682,1,credit_card,2,93.02
ORD_003683,1,boleto,2,116.22
ORD_003684,1,voucher,2,396.15
ORD_003685,1,boleto,1,120.54
ORD_003686,1,debit_card,12,90.7
ORD_003687,1,boleto,12,47.74
ORD_003688,1,debit_card,1,244.57
ORD_003689,1,voucher,12,453.91
ORD_003690,1,voucher,2,81.64
ORD_003691,1,credit_card,2,74.04
ORD_003692,1,debit_card,1,106.29
ORD_003693,1,debit_card,1,90.98
ORD_003694,1,debit_card,1,219.54
ORD_003695,1,boleto,6,286.88
ORD_003696,1,credit_card,2,484.45
ORD_003697,1,credit_card,12,160.19
ORD_003698,1,boleto,2,357.59
ORD_003699,1,voucher,1,370.35
ORD_003700,1,voucher,1,24.16
ORD_003701,1,boleto,1,233.95
ORD_003702,1,credit_card,3,104.93
ORD_003703,1,credit_card,3,156.0
ORD_003704,1,credit_card,1,223.27
ORD_003705,1,boleto,1,360.61
ORD_003706,1,debit_card,12,210.8
ORD_003707,1,boleto,1,115.0
ORD_003708,1,voucher,1,479.24
ORD_003709,1,boleto,1,110.83
ORD_003710,1,boleto,2,115.58
ORD_003711,1,voucher,12,246.81
ORD_003712,1,debit_card,12,80.53
ORD_003713,1,voucher,1,80.64
ORD_003714,1,boleto,6,36.41
ORD_003715,1,voucher,12,61.98
ORD_003716,1,credit_card,6,76.5
ORD_003717,1,credit_card,2,202.28
ORD_003718,1,credit_card,1,269.86
ORD_003719,1,debit_card,12,82.75
ORD_003720,1,voucher,2,68.06
ORD_003721,1,debit_card,1,113.43
ORD_003722,1,boleto,1,60.17
ORD_003723,1,debit_card,2,103.33
ORD_003724,1,voucher,2,103.56
ORD_003725,1,voucher,1,70.41
ORD_003726,1,boleto,2,187.12
ORD_003727,1,credit_card,2,514.87
ORD_003728,1,debit_card,2,79.2
ORD_003729,1,boleto,6,762.39
ORD_003730,1,credit_card,1,121.33
ORD_003731,1,voucher,1,121.28
ORD_003732,1,credit_card,1,62.88
ORD_003733,1,debit_card,2,434.31
ORD_003734,1,credit_card,1,186.47
ORD_003735,1,debit_card,2,112.6
ORD_003736,1,voucher,2,90.1
ORD_003737,1,credit_card,1,70.73
ORD_003738,1,boleto,1,100.03
ORD_003739,1,boleto,1,78.69
ORD_003740,1,voucher,3,70.64
ORD_003741,1,credit_card,2,144.42
ORD_003742,1,voucher,1,368.56
ORD_003743,1,debit_card,6,97.63
ORD_003744,1,debit_card,1,538.19
ORD_003745,1,debit_card,1,538.58
ORD_003746,1,debit_card,2,198.98
ORD_003747,1,boleto,1,75.1
ORD_003748,1,boleto,12,151.38
ORD_003749,1,voucher,12,419.19
ORD_003750,1,debit_card,1,222.97
ORD_003751,1,boleto,1,120.27
ORD_003752,1,credit_card,6,62.89
ORD_003753,1,debit_card,3,221.41
ORD_003754,1,voucher,6,460.46
ORD_003755,1,voucher,2,115.08
ORD_003756,1,boleto,1,126.63
ORD_003757,1,voucher,6,64.01
ORD_003758,1,voucher,1,70.59
ORD_003759,1,credit_card,1,167.38
ORD_003760,1,boleto,6,133.58
ORD_003761,1,boleto,12,209.28
ORD_003762,1,boleto,3,207.97
ORD_003763,1,boleto,3,227.62
ORD_003764,1,debit_card,3,121.08
ORD_003765,1,boleto,2,157.97
ORD_003766,1,debit_card,3,73.6
ORD_003767,1,credit_card,2,125.2
ORD_003768,1,voucher,1,65.54
ORD_003769,1,boleto,1,138.67
ORD_003770,1,credit_card,1,114.83
ORD_003771,1,boleto,1,282.29
ORD_003772,1,boleto,2,125.47
ORD_003773,1,debit_card,1,121.54
ORD_003774,1,credit_card,1,161.93
ORD_003775,1,credit_card,6,91.99
ORD_003776,1,debit_card,1,71.8
ORD_003777,1,voucher,6,242.04
ORD_003778,1,credit_card,6,146.05
ORD_003779,1,credit_card,1,108.71
ORD_003780,1,voucher,2,202.23
ORD_003781,1,credit_card,2,537.74
ORD_003782,1,credit_card,1,312.23
ORD_003783,1,debit_card,1,64.96
ORD_003784,1,credit_card,2,197.43
ORD_003785,1,voucher,2,668.84
ORD_003786,1,debit_card,2,72.64
ORD_003787,1,credit_card,3,114.02
ORD_003788,1,voucher,2,326.86
ORD_003789,1,debit_card,6,94.0
ORD_003790,1,debit_card,3,74.27
ORD_003791,1,voucher,1,35.11
ORD_003792,1,debit_card,6,100.26
ORD_003793,1,debit_card,6,69.85
ORD_003794,1,voucher,1,158.89
ORD_003795,1,debit_card,1,392.18
ORD_003796,1,debit_card,6,99.55
ORD_003797,1,boleto,1,202.09
ORD_003798,1,debit_card,2,64.48
ORD_003799,1,boleto,2,39.78
ORD_003800,1,debit_card,3,68.79
ORD_003801,1,credit_card,1,297.38
ORD_003802,1,credit_card,1,100.79
ORD_003803,1,debit_card,12,432.1
ORD_003804,1,credit_card,6,574.09
ORD_003805,1,debit_card,1,43.37
ORD_003806,1,credit_card,12,77.32
ORD_003807,1,voucher,1,59.02
ORD_003808,1,credit_card,1,417.95
ORD_003809,1,debit_card,3,112.39
ORD_003810,1,voucher,3,248.4
ORD_003811,1,boleto,2,75.14
ORD_003812,1,credit_card,6,163.35
ORD_003813,1,debit_card,12,122.06
ORD_003814,1,boleto,3,251.52
ORD_003815,1,debit_card,2,162.25
ORD_003816,1,voucher,3,448.27
ORD_003817,1,debit_card,2,231.8
ORD_003818,1,credit_card,3,181.87
ORD_003819,1,boleto,3,253.22
ORD_003820,1,debit_card,12,98.0
ORD_003821,1,voucher,2,71.42
ORD_003822,1,credit_card,6,23.46
ORD_003823,1,debit_card,12,298.87
ORD_003824,1,boleto,1,196.37
ORD_003825,1,voucher,1,104.96
ORD_003826,1,debit_card,2,344.33
ORD_003827,1,boleto,1,83.59
ORD_003828,1,voucher,3,113.11
ORD_003829,1,voucher,1,165.38
ORD_003830,1,credit_card,12,156.37
ORD_003831,1,voucher,1,180.53
ORD_003832,1,credit_card,12,143.79
ORD_003833,1,credit_card,12,469.13
ORD_003834,1,credit_card,1,102.09
ORD_003835,1,debit_card,2,129.22
ORD_003836,1,debit_card,6,247.21
ORD_003837,1,credit_card,1,87.68
ORD_003838,1,voucher,2,104.98
ORD_003839,1,credit_card,2,270.94
ORD_003840,1,boleto,3,153.06
ORD_003841,1,boleto,2,72.56
ORD_003842,1,credit_card,3,82.44
ORD_003843,1,debit_card,1,307.36
ORD_003844,1,boleto,2,61.06
ORD_003845,1,voucher,2,90.67
ORD_003846,1,boleto,1,535.24
ORD_003847,1,credit_card,1,173.85
ORD_003848,1,voucher,2,30.69
ORD_003849,1,voucher,6,251.72
ORD_003850,1,boleto,2,359.36
ORD_003851,1,voucher,1,104.31
ORD_003852,1,debit_card,1,78.94
ORD_003853,1,credit_card,6,97.75
ORD_003854,1,debit_card,1,58.97
ORD_003855,1,credit_card,1,164.7
ORD_003856,1,credit_card,1,51.54
ORD_003857,1,credit_card,3,176.94
ORD_003858,1,voucher,6,231.02
ORD_003859,1,boleto,1,173.03
ORD_003860,1,voucher,12,113.64
ORD_003861,1,credit_card,1,72.58
ORD_003862,1,boleto,1,63.71
ORD_003863,1,debit_card,2,422.89
ORD_003864,1,voucher,1,157.64
ORD_003865,1,voucher,1,75.92
ORD_003866,1,credit_card,3,626.29
ORD_003867,1,debit_card,1,146.23
ORD_003868,1,debit_card,2,327.94
ORD_003869,1,boleto,3,120.65
ORD_003870,1,voucher,1,375.14
ORD_003871,1,credit_card,6,75.85
ORD_003872,1,boleto,1,220.09
ORD_003873,1,credit_card,12,69.19
ORD_003874,1,debit_card,6,86.76
ORD_003875,1,voucher,1,413.12
ORD_003876,1,credit_card,1,552.63
ORD_003877,1,credit_card,1,76.52
ORD_003878,1,voucher,6,147.75
ORD_003879,1,credit_card,2,89.59
ORD_003880,1,credit_card,1,253.37
ORD_003881,1,credit_card,1,58.6
ORD_003882,1,boleto,1,138.52
ORD_003883,1,debit_card,1,163.95
ORD_003884,1,credit_card,3,80.47
ORD_003885,1,debit_card,12,165.34
ORD_003886,1,boleto,2,93.68
ORD_003887,1,voucher,6,82.56
ORD_003888,1,boleto,1,418.73
ORD_003889,1,credit_card,1,118.12
ORD_003890,1,debit_card,1,219.04
ORD_003891,1,debit_card,1,177.16
ORD_003892,1,voucher,1,153.79
ORD_003893,1,credit_card,3,80.48
ORD_003894,1,boleto,6,98.77
ORD_003895,1,credit_card,1,166.73
ORD_003896,1,debit_card,2,146.02
ORD_003897,1,boleto,1,53.68
ORD_003898,1,credit_card,6,93.12
ORD_003899,1,debit_card,1,295.0
ORD_003900,1,voucher,1,150.94
ORD_003901,1,debit_card,2,126.39
ORD_003902,1,boleto,1,40.62
ORD_003903,1,debit_card,6,84.8
ORD_003904,1,voucher,2,79.2
ORD_003905,1,debit_card,1,164.62
ORD_003906,1,credit_card,1,275.3
ORD_003907,1,credit_card,1,418.46
ORD_003908,1,debit_card,3,307.68
ORD_003909,1,voucher,6,161.58
ORD_003910,1,voucher,3,212.43
ORD_003911,1,debit_card,1,138.5
ORD_003912,1,voucher,1,106.66
ORD_003913,1,credit_card,2,60.05
ORD_003914,1,credit_card,1,94.14
ORD_003915,1,debit_card,2,500.7
ORD_003916,1,debit_card,1,201.15
ORD_003917,1,voucher,6,86.28
ORD_003918,1,credit_card,2,58.69
ORD_003919,1,debit_card,2,113.19
ORD_003920,1,boleto,2,587.8
ORD_003921,1,debit_card,6,55.81
ORD_003922,1,voucher,2,350.36
ORD_003923,1,voucher,3,98.92
ORD_003924,1,credit_card,6,143.04
ORD_003925,1,boleto,6,221.55
ORD_003926,1,credit_card,2,64.43
ORD_003927,1,voucher,2,328.69
ORD_003928,1,debit_card,3,104.92
ORD_003929,1,debit_card,2,227.67
ORD_003930,1,voucher,12,81.47
ORD_003931,1,boleto,2,221.92
ORD_003932,1,credit_card,12,83.26
ORD_003933,1,debit_card,6,401.85
ORD_003934,1,boleto,1,325.14
ORD_003935,1,debit_card,3,176.97
ORD_003936,1,debit_card,3,53.81
ORD_003937,1,debit_card,2,184.86
ORD_003938,1,voucher,3,108.56
ORD_003939,1,credit_card,1,126.7
ORD_003940,1,boleto,1,151.56
ORD_003941,1,credit_card,3,266.55
ORD_003942,1,boleto,2,77.03
ORD_003943,1,voucher,1,126.59
ORD_003944,1,credit_card,1,525.22
ORD_003945,1,boleto,12,158.41
ORD_003946,1,boleto,1,104.56
ORD_003947,1,voucher,3,91.28
ORD_003948,1,credit_card,6,157.05
ORD_003949,1,credit_card,2,128.39
ORD_003950,1,debit_card,2,270.5
ORD_003951,1,boleto,2,182.4
ORD_003952,1,debit_card,3,232.66
ORD_003953,1,voucher,2,178.9
ORD_003954,1,boleto,1,89.04
ORD_003955,1,debit_card,12,153.03
ORD_003956,1,credit_card,1,423.41
ORD_003957,1,boleto,2,329.61
ORD_003958,1,voucher,1,111.89
ORD_003959,1,credit_card,6,66.9
ORD_003960,1,credit_card,6,84.31
ORD_003961,1,voucher,3,103.35
ORD_003962,1,boleto,6,36.05
ORD_003963,1,debit_card,1,79.52
ORD_003964,1,credit_card,1,17.35
ORD_003965,1,boleto,12,99.43
ORD_003966,1,boleto,1,67.78
ORD_003967,1,debit_card,6,175.77
ORD_003968,1,voucher,6,76.6
ORD_003969,1,voucher,2,142.25
ORD_003970,1,credit_card,1,357.51
ORD_003971,1,debit_card,1,170.03
ORD_003972,1,credit_card,1,82.65
ORD_003973,1,voucher,6,57.95
ORD_003974,1,debit_card,2,275.02
ORD_003975,1,debit_card,12,73.17
ORD_003976,1,credit_card,2,530.79
ORD_003977,1,voucher,1,182.62
ORD_003978,1,boleto,1,91.53
ORD_003979,1,credit_card,2,132.66
ORD_003980,1,voucher,2,68.68
ORD_003981,1,voucher,1,124.09
ORD_003982,1,boleto,1,118.81
ORD_003983,1,voucher,12,89.18
ORD_003984,1,credit_card,6,56.66
ORD_003985,1,boleto,1,30.04
ORD_003986,1,debit_card,3,620.87
ORD_003987,1,debit_card,2,314.82
ORD_003988,1,boleto,3,106.28
ORD_003989,1,voucher,1,94.28
ORD_003990,1,debit_card,2,97.35
ORD_003991,1,debit_card,2,290.72
ORD_003992,1,boleto,1,166.93
ORD_003993,1,credit_card,12,262.51
ORD_003994,1,boleto,1,113.49
ORD_003995,1,voucher,1,322.19
ORD_003996,1,debit_card,2,137.38
ORD_003997,1,credit_card,1,134.38
ORD_003998,1,boleto,12,243.4
ORD_003999,1,boleto,1,539.44
ORD_004000,1,boleto,3,178.8
ORD_004001,1,boleto,1,315.1
ORD_004002,1,voucher,1,300.87
ORD_004003,1,boleto,6,172.92
ORD_004004,1,voucher,2,209.3
ORD_004005,1,credit_card,3,323.17
ORD_004006,1,debit_card,6,94.06
ORD_004007,1,voucher,2,130.09
ORD_004008,1,debit_card,1,118.22
ORD_004009,1,debit_card,1,98.37
ORD_004010,1,debit_card,6,90.12
ORD_004011,1,voucher,6,416.45
ORD_004012,1,boleto,1,145.21
ORD_004013,1,credit_card,2,130.76
ORD_004014,1,credit_card,6,362.47
ORD_004015,1,voucher,1,209.99
ORD_004016,1,credit_card,3,67.48
ORD_004017,1,credit_card,2,215.64
ORD_004018,1,boleto,1,466.02
ORD_004019,1,voucher,3,64.12
ORD_004020,1,credit_card,1,54.79
ORD_004021,1,boleto,1,126.96
ORD_004022,1,credit_card,2,609.89
ORD_004023,1,debit_card,3,36.07
ORD_004024,1,credit_card,2,273.81
ORD_004025,1,debit_card,12,297.58
ORD_004026,1,debit_card,12,75.02
ORD_004027,1,boleto,1,167.49
ORD_004028,1,credit_card,1,72.87
ORD_004029,1,boleto,12,195.82
ORD_004030,1,boleto,2,459.84
ORD_004031,1,debit_card,1,97.75
ORD_004032,1,debit_card,12,567.48
ORD_004033,1,boleto,2,422.23
ORD_004034,1,debit_card,6,67.29
ORD_004035,1,boleto,1,138.49
ORD_004036,1,debit_card,1,192.22
ORD_004037,1,debit_card,2,171.91
ORD_004038,1,boleto,3,151.5
ORD_004039,1,debit_card,2,107.4
ORD_004040,1,credit_card,2,57.49
ORD_004041,1,voucher,1,412.51
ORD_004042,1,credit_card,2,338.23
ORD_004043,1,credit_card,6,90.79
ORD_004044,1,boleto,6,298.15
ORD_004045,1,debit_card,1,107.2
ORD_004046,1,credit_card,3,97.49
ORD_004047,1,credit_card,3,148.79
ORD_004048,1,credit_card,1,100.19
ORD_004049,1,voucher,6,117.25
ORD_004050,1,credit_card,1,91.6
ORD_004051,1,debit_card,1,178.82
ORD_004052,1,debit_card,6,164.3
ORD_004053,1,voucher,3,47.61
ORD_004054,1,credit_card,1,87.94
ORD_004055,1,boleto,3,23.87
ORD_004056,1,credit_card,6,172.48
ORD_004057,1,debit_card,1,122.43
ORD_004058,1,credit_card,1,164.57
ORD_004059,1,credit_card,6,237.26
ORD_004060,1,credit_card,6,145.06
ORD_004061,1,debit_card,3,219.92
ORD_004062,1,credit_card,1,78.5
ORD_004063,1,credit_card,2,116.91
ORD_004064,1,voucher,2,162.27
ORD_004065,1,boleto,12,52.91
ORD_004066,1,voucher,2,282.64
ORD_004067,1,voucher,2,102.44
ORD_004068,1,voucher,1,75.32
ORD_004069,1,debit_card,3,573.05
ORD_004070,1,credit_card,2,188.64
ORD_004071,1,debit_card,3,372.85
ORD_004072,1,voucher,12,44.22
ORD_004073,1,debit_card,6,357.96
ORD_004074,1,voucher,1,72.73
ORD_004075,1,boleto,12,67.53
ORD_004076,1,debit_card,1,352.27
ORD_004077,1,voucher,3,105.57
ORD_004078,1,credit_card,3,140.98
ORD_004079,1,credit_card,1,52.08
ORD_004080,1,voucher,12,307.55
ORD_004081,1,voucher,2,33.29
ORD_004082,1,credit_card,6,90.19
ORD_004083,1,credit_card,1,317.15
ORD_004084,1,credit_card,1,72.84
ORD_004085,1,credit_card,3,505.1
ORD_004086,1,voucher,1,105.2
ORD_004087,1,credit_card,2,135.11
ORD_004088,1,credit_card,2,150.48
ORD_004089,1,debit_card,2,223.77
ORD_004090,1,boleto,1,65.19
ORD_004091,1,credit_card,6,221.43
ORD_004092,1,voucher,6,75.83
ORD_004093,1,voucher,6,159.14
ORD_004094,1,credit_card,1,248.52
ORD_004095,1,voucher,2,72.71
ORD_004096,1,boleto,6,391.23
ORD_004097,1,boleto,1,85.21
ORD_004098,1,debit_card,1,104.54
ORD_004099,1,voucher,2,114.76
ORD_004100,1,credit_card,1,72.41
ORD_004101,1,boleto,6,169.94
ORD_004102,1,boleto,2,167.57
ORD_004103,1,boleto,3,83.13
ORD_004104,1,voucher,1,80.48
ORD_004105,1,boleto,1,67.2
ORD_004106,1,boleto,2,98.7
ORD_004107,1,credit_card,6,78.89
ORD_004108,1,credit_card,1,597.91
ORD_004109,1,boleto,1,75.49
ORD_004110,1,voucher,3,34.85
ORD_004111,1,boleto,2,118.15
ORD_004112,1,debit_card,1,210.53
ORD_004113,1,voucher,1,367.23
ORD_004114,1,debit_card,1,124.72
ORD_004115,1,debit_card,1,57.36
ORD_004116,1,boleto,1,520.17
ORD_004117,1,boleto,3,68.16
ORD_004118,1,debit_card,6,125.71
ORD_004119,1,voucher,3,564.28
ORD_004120,1,voucher,3,51.59
ORD_004121,1,debit_card,1,384.82
ORD_004122,1,boleto,2,194.1
ORD_004123,1,boleto,1,85.33
ORD_004124,1,debit_card,1,55.64
ORD_004125,1,credit_card,1,103.6
ORD_004126,1,credit_card,1,67.74
ORD_004127,1,debit_card,2,607.07
ORD_004128,1,boleto,3,129.6
ORD_004129,1,boleto,2,150.88
ORD_004130,1,voucher,2,191.59
ORD_004131,1,debit_card,2,110.05
ORD_004132,1,credit_card,1,378.34
ORD_004133,1,voucher,12,85.61
ORD_004134,1,boleto,3,375.34
ORD_004135,1,boleto,3,385.11
ORD_004136,1,credit_card,2,723.3
ORD_004137,1,credit_card,1,70.6
ORD_004138,1,debit_card,2,103.16
ORD_004139,1,credit_card,1,244.86
ORD_004140,1,credit_card,1,243.39
ORD_004141,1,credit_card,1,92.74
ORD_004142,1,voucher,1,117.56
ORD_004143,1,debit_card,3,362.2
ORD_004144,1,debit_card,6,76.15
ORD_004145,1,credit_card,12,57.96
ORD_004146,1,boleto,2,55.57
ORD_004147,1,debit_card,3,262.42
ORD_004148,1,voucher,12,51.77
ORD_004149,1,credit_card,3,145.8
ORD_004150,1,boleto,3,79.1
ORD_004151,1,credit_card,6,320.57
ORD_004152,1,voucher,1,661.14
ORD_004153,1,credit_card,6,68.14
ORD_004154,1,voucher,6,185.21
ORD_004155,1,debit_card,1,337.49
ORD_004156,1,voucher,12,115.33
ORD_004157,1,voucher,1,72.25
ORD_004158,1,voucher,6,189.59
ORD_004159,1,boleto,1,385.09
ORD_004160,1,voucher,12,302.12
ORD_004161,1,voucher,1,58.19
ORD_004162,1,credit_card,6,75.59
ORD_004163,1,credit_card,1,340.4
ORD_004164,1,boleto,6,161.74
ORD_004165,1,voucher,1,94.26
ORD_004166,1,boleto,6,527.24
ORD_004167,1,credit_card,2,324.88
ORD_004168,1,boleto,12,201.08
ORD_004169,1,boleto,2,114.29
ORD_004170,1,debit_card,6,73.38
ORD_004171,1,boleto,2,160.35
ORD_004172,1,credit_card,2,196.4
ORD_004173,1,credit_card,6,72.22
ORD_004174,1,boleto,1,104.73
ORD_004175,1,credit_card,3,298.22
ORD_004176,1,boleto,2,199.48
ORD_004177,1,credit_card,1,528.91
ORD_004178,1,debit_card,12,198.98
ORD_004179,1,voucher,1,160.36
ORD_004180,1,debit_card,1,91.66
ORD_004181,1,boleto,2,221.71
ORD_004182,1,boleto,6,699.08
ORD_004183,1,credit_card,2,162.65
ORD_004184,1,credit_card,1,111.45
ORD_004185,1,voucher,3,185.58
ORD_004186,1,credit_card,6,301.07
ORD_004187,1,boleto,6,402.96
ORD_004188,1,boleto,2,293.3
ORD_004189,1,credit_card,3,172.02
ORD_004190,1,voucher,1,22.37
ORD_004191,1,boleto,1,80.1
ORD_004192,1,voucher,1,129.77
ORD_004193,1,debit_card,1,104.85
ORD_004194,1,debit_card,1,141.13
ORD_004195,1,credit_card,3,207.63
ORD_004196,1,boleto,12,276.2
ORD_004197,1,boleto,6,65.21
ORD_004198,1,voucher,6,43.66
ORD_004199,1,boleto,12,186.03
ORD_004200,1,voucher,1,159.13
ORD_004201,1,voucher,1,112.03
ORD_004202,1,debit_card,2,180.42
ORD_004203,1,debit_card,1,84.21
ORD_004204,1,voucher,2,129.01
ORD_004205,1,credit_card,2,74.12
ORD_004206,1,credit_card,3,615.25
ORD_004207,1,boleto,6,45.33
ORD_004208,1,voucher,2,99.21
ORD_004209,1,debit_card,1,108.74
ORD_004210,1,voucher,6,90.75
ORD_004211,1,debit_card,1,106.19
ORD_004212,1,boleto,6,171.05
ORD_004213,1,voucher,2,154.45
ORD_004214,1,boleto,2,415.03
ORD_004215,1,voucher,1,192.43
ORD_004216,1,voucher,2,73.13
ORD_004217,1,voucher,6,137.75
ORD_004218,1,debit_card,2,56.66
ORD_004219,1,boleto,1,99.68
ORD_004220,1,voucher,1,127.93
ORD_004221,1,credit_card,2,252.76
ORD_004222,1,debit_card,1,780.14
ORD_004223,1,voucher,2,221.13
ORD_004224,1,credit_card,2,126.95
ORD_004225,1,voucher,1,490.91
ORD_004226,1,voucher,6,157.59
ORD_004227,1,credit_card,3,274.82
ORD_004228,1,voucher,6,98.74
ORD_004229,1,credit_card,6,117.37
ORD_004230,1,credit_card,2,548.3
ORD_004231,1,boleto,6,157.3
ORD_004232,1,voucher,2,232.88
ORD_004233,1,credit_card,12,148.87
ORD_004234,1,boleto,2,45.96
ORD_004235,1,credit_card,6,92.92
ORD_004236,1,debit_card,1,91.25
ORD_004237,1,boleto,1,318.42
ORD_004238,1,credit_card,6,42.16
ORD_004239,1,voucher,3,86.57
ORD_004240,1,credit_card,2,218.71
ORD_004241,1,credit_card,12,388.63
ORD_004242,1,debit_card,6,83.33
ORD_004243,1,voucher,1,119.15
ORD_004244,1,debit_card,1,218.22
ORD_004245,1,boleto,2,110.19
ORD_004246,1,debit_card,2,109.77
ORD_004247,1,credit_card,1,430.44
ORD_004248,1,credit_card,1,268.88
ORD_004249,1,boleto,1,523.56
ORD_004250,1,credit_card,2,94.44
ORD_004251,1,voucher,3,89.84
ORD_004252,1,voucher,6,90.3
ORD_004253,1,credit_card,2,37.42
ORD_004254,1,debit_card,1,161.74
ORD_004255,1,voucher,1,150.1
ORD_004256,1,boleto,6,159.55
ORD_004257,1,boleto,12,64.68
ORD_004258,1,voucher,1,201.57
ORD_004259,1,credit_card,1,228.7
ORD_004260,1,credit_card,1,94.13
ORD_004261,1,debit_card,6,102.51
ORD_004262,1,debit_card,1,262.53
ORD_004263,1,credit_card,1,58.79
ORD_004264,1,voucher,3,237.8
ORD_004265,1,boleto,6,630.17
ORD_004266,1,voucher,3,96.35
ORD_004267,1,debit_card,6,96.42
ORD_004268,1,debit_card,6,386.17
ORD_004269,1,voucher,1,262.38
ORD_004270,1,boleto,3,29.13
ORD_004271,1,debit_card,6,232.87
ORD_004272,1,debit_card,1,263.63
ORD_004273,1,credit_card,6,46.66
ORD_004274,1,voucher,3,347.26
ORD_004275,1,credit_card,2,44.66
ORD_004276,1,voucher,1,224.06
ORD_004277,1,debit_card,1,149.66
ORD_004278,1,debit_card,1,300.54
ORD_004279,1,voucher,1,321.76
ORD_004280,1,credit_card,1,154.3
ORD_004281,1,debit_card,1,862.02
ORD_004282,1,voucher,1,387.32
ORD_004283,1,credit_card,1,183.25
ORD_004284,1,boleto,2,85.63
ORD_004285,1,credit_card,3,136.52
ORD_004286,1,debit_card,2,237.69
ORD_004287,1,voucher,12,113.2
ORD_004288,1,debit_card,1,260.94
ORD_004289,1,debit_card,3,535.81
